year,month,origin_city,dest_city,pax_to,pax_from,total_pax
2022,11,Amritsar,Guwahati,63,53,116
2023,7,Amritsar,Guwahati,58,140,198
2023,8,Amritsar,Guwahati,72,143,215
2023,10,Amritsar,Guwahati,14,61,75
2023,11,Amritsar,Guwahati,602,840,1442
2023,12,Amritsar,Guwahati,343,168,511
2024,4,Amritsar,Guwahati,52,102,154
2024,6,Amritsar,Guwahati,109,192,301
2024,7,Amritsar,Guwahati,176,197,373
2024,8,Amritsar,Guwahati,114,179,293
2024,9,Amritsar,Guwahati,99,112,211
2024,10,Amritsar,Guwahati,187,227,414
2024,11,Amritsar,Guwahati,109,121,230
2024,12,Amritsar,Guwahati,64,83,147
2025,3,Amritsar,Guwahati,37,110,147
2025,4,Amritsar,Guwahati,92,181,273
2025,5,Amritsar,Guwahati,94,97,191
2025,6,Amritsar,Guwahati,229,288,517
2025,7,Amritsar,Guwahati,257,278,535
2025,8,Amritsar,Guwahati,205,0,205
2025,9,Amritsar,Guwahati,164,35,199
2025,10,Amritsar,Guwahati,177,224,401
2025,11,Amritsar,Guwahati,144,110,254
2025,12,Amritsar,Guwahati,23,15,38
2026,1,Amritsar,Guwahati,203,0,203
2026,2,Amritsar,Guwahati,153,139,292
2026,3,Amritsar,Guwahati,120,101,221
2026,4,Amritsar,Guwahati,42,145,187
2018,9,Amritsar,Hyderabad,970,998,1968
2018,10,Amritsar,Hyderabad,3239,3576,6815
2018,11,Amritsar,Hyderabad,4106,3916,8022
2018,12,Amritsar,Hyderabad,5054,4512,9566
2019,1,Amritsar,Hyderabad,4603,4886,9489
2019,2,Amritsar,Hyderabad,4217,4497,8714
2019,3,Amritsar,Hyderabad,4264,4620,8884
2019,4,Amritsar,Hyderabad,4036,4792,8828
2019,5,Amritsar,Hyderabad,4533,4167,8700
2019,6,Amritsar,Hyderabad,5018,3533,8551
2019,7,Amritsar,Hyderabad,3604,3800,7404
2019,8,Amritsar,Hyderabad,3431,3945,7376
2019,10,Amritsar,Hyderabad,3458,3895,7353
2019,11,Amritsar,Hyderabad,4576,4334,8910
2019,12,Amritsar,Hyderabad,5072,4585,9657
2020,1,Amritsar,Hyderabad,4351,4537,8888
2020,2,Amritsar,Hyderabad,1849,2269,4118
2021,3,Amritsar,Hyderabad,30,76,106
2021,4,Amritsar,Hyderabad,265,216,481
2021,10,Amritsar,Hyderabad,7,7,14
2021,11,Amritsar,Hyderabad,309,319,628
2021,12,Amritsar,Hyderabad,544,571,1115
2022,1,Amritsar,Hyderabad,127,405,532
2022,2,Amritsar,Hyderabad,171,346,517
2022,3,Amritsar,Hyderabad,504,381,885
2022,5,Amritsar,Hyderabad,168,233,401
2022,6,Amritsar,Hyderabad,314,137,451
2022,7,Amritsar,Hyderabad,172,122,294
2022,10,Amritsar,Hyderabad,14,3,17
2022,11,Amritsar,Hyderabad,209,225,434
2022,12,Amritsar,Hyderabad,518,281,799
2023,1,Amritsar,Hyderabad,79,42,121
2023,2,Amritsar,Hyderabad,452,497,949
2023,3,Amritsar,Hyderabad,439,266,705
2023,11,Amritsar,Hyderabad,2250,1704,3954
2023,12,Amritsar,Hyderabad,4741,3886,8627
2024,1,Amritsar,Hyderabad,3870,4378,8248
2024,2,Amritsar,Hyderabad,3480,3597,7077
2024,3,Amritsar,Hyderabad,4732,4586,9318
2024,4,Amritsar,Hyderabad,9558,8926,18484
2024,6,Amritsar,Hyderabad,9879,8519,18398
2024,7,Amritsar,Hyderabad,6439,6888,13327
2024,8,Amritsar,Hyderabad,7173,8363,15536
2024,9,Amritsar,Hyderabad,6558,7223,13781
2024,10,Amritsar,Hyderabad,6834,8294,15128
2024,11,Amritsar,Hyderabad,4890,4682,9572
2024,12,Amritsar,Hyderabad,5146,4561,9707
2025,1,Amritsar,Hyderabad,4258,5217,9475
2025,2,Amritsar,Hyderabad,4114,4790,8904
2025,3,Amritsar,Hyderabad,4879,5066,9945
2025,4,Amritsar,Hyderabad,5705,5765,11470
2025,5,Amritsar,Hyderabad,2767,2252,5019
2025,6,Amritsar,Hyderabad,2485,1393,3878
2025,7,Amritsar,Hyderabad,2709,3355,6064
2025,8,Amritsar,Hyderabad,3235,3332,6567
2025,9,Amritsar,Hyderabad,1980,2587,4567
2025,10,Amritsar,Hyderabad,3353,3674,7027
2025,11,Amritsar,Hyderabad,5272,4369,9641
2025,12,Amritsar,Hyderabad,5840,4324,10164
2026,1,Amritsar,Hyderabad,2527,2752,5279
2026,2,Amritsar,Hyderabad,2325,2368,4693
2026,3,Amritsar,Hyderabad,2035,2087,4122
2021,10,Amritsar,Indore,136,229,365
2024,8,Amritsar,Indore,13,0,13
2024,11,Amritsar,Indore,0,56,56
2025,9,Amritsar,Indore,87,0,87
2017,3,Amritsar,Jaipur,67,0,67
2017,4,Amritsar,Jaipur,87,0,87
2018,1,Amritsar,Jaipur,50,49,99
2018,3,Amritsar,Jaipur,228,0,228
2019,1,Amritsar,Jaipur,96,0,96
2019,2,Amritsar,Jaipur,337,0,337
2019,3,Amritsar,Jaipur,434,78,512
2019,4,Amritsar,Jaipur,1949,1897,3846
2019,5,Amritsar,Jaipur,1759,1883,3642
2019,6,Amritsar,Jaipur,2320,2098,4418
2019,7,Amritsar,Jaipur,1835,1850,3685
2019,8,Amritsar,Jaipur,1986,2080,4066
2019,9,Amritsar,Jaipur,1616,1465,3081
2019,10,Amritsar,Jaipur,1994,1886,3880
2019,11,Amritsar,Jaipur,2121,2017,4138
2019,12,Amritsar,Jaipur,2254,2103,4357
2020,1,Amritsar,Jaipur,2008,1860,3868
2020,2,Amritsar,Jaipur,2087,1905,3992
2020,3,Amritsar,Jaipur,1070,1024,2094
2020,5,Amritsar,Jaipur,51,125,176
2020,6,Amritsar,Jaipur,25,21,46
2020,8,Amritsar,Jaipur,58,35,93
2020,9,Amritsar,Jaipur,356,198,554
2020,10,Amritsar,Jaipur,735,488,1223
2020,11,Amritsar,Jaipur,743,573,1316
2021,2,Amritsar,Jaipur,474,444,918
2021,3,Amritsar,Jaipur,956,865,1821
2021,4,Amritsar,Jaipur,378,430,808
2021,6,Amritsar,Jaipur,134,125,259
2021,7,Amritsar,Jaipur,434,491,925
2021,8,Amritsar,Jaipur,692,659,1351
2021,9,Amritsar,Jaipur,882,820,1702
2021,10,Amritsar,Jaipur,1570,1604,3174
2021,11,Amritsar,Jaipur,1837,1486,3323
2021,12,Amritsar,Jaipur,1795,1745,3540
2022,1,Amritsar,Jaipur,1022,788,1810
2022,2,Amritsar,Jaipur,1552,1249,2801
2022,3,Amritsar,Jaipur,1731,1582,3313
2022,4,Amritsar,Jaipur,1254,1263,2517
2022,5,Amritsar,Jaipur,1132,1211,2343
2022,6,Amritsar,Jaipur,1118,963,2081
2022,7,Amritsar,Jaipur,450,373,823
2022,8,Amritsar,Jaipur,199,201,400
2022,9,Amritsar,Jaipur,466,476,942
2022,11,Amritsar,Jaipur,0,99,99
2023,1,Amritsar,Jaipur,378,468,846
2023,2,Amritsar,Jaipur,1571,1485,3056
2023,3,Amritsar,Jaipur,1773,2027,3800
2023,4,Amritsar,Jaipur,1447,1491,2938
2023,5,Amritsar,Jaipur,1405,1543,2948
2023,6,Amritsar,Jaipur,1681,1484,3165
2023,7,Amritsar,Jaipur,444,428,872
2023,12,Amritsar,Jaipur,0,251,251
2024,3,Amritsar,Jaipur,30,0,30
2024,11,Amritsar,Jaipur,190,195,385
2024,12,Amritsar,Jaipur,63,59,122
2025,3,Amritsar,Jaipur,1459,1463,2922
2019,9,Amritsar,Jaisalmer,0,44,44
2019,10,Amritsar,Jaisalmer,0,69,69
2019,11,Amritsar,Jaisalmer,0,82,82
2019,12,Amritsar,Jaisalmer,0,63,63
2020,1,Amritsar,Jaisalmer,0,117,117
2020,2,Amritsar,Jaisalmer,0,106,106
2020,3,Amritsar,Jaisalmer,0,66,66
2021,11,Amritsar,Jaisalmer,0,49,49
2021,12,Amritsar,Jaisalmer,0,81,81
2022,1,Amritsar,Jaisalmer,0,67,67
2022,2,Amritsar,Jaisalmer,0,58,58
2022,3,Amritsar,Jaisalmer,0,90,90
2016,2,Amritsar,Jammu,0,66,66
2017,5,Amritsar,Jammu,140,230,370
2017,6,Amritsar,Jammu,170,348,518
2017,7,Amritsar,Jammu,186,329,515
2017,8,Amritsar,Jammu,255,549,804
2017,9,Amritsar,Jammu,229,370,599
2017,10,Amritsar,Jammu,309,420,729
2017,11,Amritsar,Jammu,303,625,928
2017,12,Amritsar,Jammu,374,809,1183
2018,1,Amritsar,Jammu,454,709,1163
2018,2,Amritsar,Jammu,1075,1152,2227
2018,3,Amritsar,Jammu,731,878,1609
2021,7,Amritsar,Jammu,0,84,84
2021,8,Amritsar,Jammu,0,85,85
2021,9,Amritsar,Jammu,0,101,101
2021,10,Amritsar,Jammu,13,144,157
2021,11,Amritsar,Jammu,0,224,224
2021,12,Amritsar,Jammu,0,277,277
2022,1,Amritsar,Jammu,0,143,143
2022,2,Amritsar,Jammu,0,230,230
2022,3,Amritsar,Jammu,0,201,201
2022,4,Amritsar,Jammu,0,119,119
2022,5,Amritsar,Jammu,0,145,145
2022,6,Amritsar,Jammu,0,164,164
2022,7,Amritsar,Jammu,0,172,172
2022,8,Amritsar,Jammu,0,247,247
2022,9,Amritsar,Jammu,0,270,270
2022,10,Amritsar,Jammu,0,277,277
2024,4,Amritsar,Jammu,165,0,165
2021,6,Amritsar,Jharsuguda,8,0,8
2021,7,Amritsar,Jharsuguda,10,0,10
2021,8,Amritsar,Jharsuguda,1,0,1
2017,2,Amritsar,Jodhpur,0,1,1
2017,3,Amritsar,Jodhpur,0,3,3
2021,1,Amritsar,Jodhpur,111,211,322
2019,8,Amritsar,Kochi,0,45,45
2025,3,Amritsar,Kochi,0,1,1
2025,4,Amritsar,Kochi,133,281,414
2025,5,Amritsar,Kochi,175,97,272
2025,6,Amritsar,Kochi,359,377,736
2025,7,Amritsar,Kochi,326,438,764
2025,8,Amritsar,Kochi,670,740,1410
2025,9,Amritsar,Kochi,314,423,737
2025,10,Amritsar,Kochi,174,269,443
2026,3,Amritsar,Kochi,7,71,78
2026,4,Amritsar,Kochi,462,576,1038
2017,10,Amritsar,Kolkata,41,38,79
2017,11,Amritsar,Kolkata,337,279,616
2017,12,Amritsar,Kolkata,474,476,950
2018,1,Amritsar,Kolkata,235,361,596
2018,2,Amritsar,Kolkata,259,273,532
2018,3,Amritsar,Kolkata,304,316,620
2018,7,Amritsar,Kolkata,0,199,199
2018,12,Amritsar,Kolkata,0,15,15
2019,10,Amritsar,Kolkata,142,0,142
2019,11,Amritsar,Kolkata,815,0,815
2019,12,Amritsar,Kolkata,6177,4516,10693
2020,1,Amritsar,Kolkata,5203,4049,9252
2020,2,Amritsar,Kolkata,5247,4476,9723
2020,3,Amritsar,Kolkata,4688,3055,7743
2020,6,Amritsar,Kolkata,1373,649,2022
2020,7,Amritsar,Kolkata,2146,1309,3455
2020,8,Amritsar,Kolkata,2820,3063,5883
2020,9,Amritsar,Kolkata,2575,3302,5877
2020,10,Amritsar,Kolkata,3552,3643,7195
2020,11,Amritsar,Kolkata,4412,4215,8627
2020,12,Amritsar,Kolkata,4511,4428,8939
2021,1,Amritsar,Kolkata,3977,4020,7997
2021,2,Amritsar,Kolkata,4055,4285,8340
2021,3,Amritsar,Kolkata,4361,4560,8921
2021,4,Amritsar,Kolkata,3580,3122,6702
2021,6,Amritsar,Kolkata,858,244,1102
2021,7,Amritsar,Kolkata,2483,2921,5404
2021,8,Amritsar,Kolkata,1971,2019,3990
2021,9,Amritsar,Kolkata,2204,2098,4302
2021,10,Amritsar,Kolkata,4307,4305,8612
2021,11,Amritsar,Kolkata,2456,2358,4814
2021,12,Amritsar,Kolkata,2347,2255,4602
2022,1,Amritsar,Kolkata,2952,2642,5594
2022,2,Amritsar,Kolkata,2049,2184,4233
2022,3,Amritsar,Kolkata,4242,4380,8622
2022,4,Amritsar,Kolkata,4565,4397,8962
2022,5,Amritsar,Kolkata,4801,4781,9582
2022,6,Amritsar,Kolkata,4873,4524,9397
2022,7,Amritsar,Kolkata,5081,5185,10266
2022,8,Amritsar,Kolkata,4842,4935,9777
2022,9,Amritsar,Kolkata,4339,4240,8579
2022,10,Amritsar,Kolkata,5437,4887,10324
2022,11,Amritsar,Kolkata,3604,3547,7151
2022,12,Amritsar,Kolkata,3526,3034,6560
2023,1,Amritsar,Kolkata,3146,2831,5977
2023,2,Amritsar,Kolkata,2613,2714,5327
2023,3,Amritsar,Kolkata,2194,2089,4283
2023,4,Amritsar,Kolkata,3644,2763,6407
2023,5,Amritsar,Kolkata,4587,4356,8943
2023,6,Amritsar,Kolkata,5088,3804,8892
2023,7,Amritsar,Kolkata,3412,3658,7070
2023,8,Amritsar,Kolkata,3118,3588,6706
2023,9,Amritsar,Kolkata,3910,3882,7792
2023,10,Amritsar,Kolkata,4944,4714,9658
2023,11,Amritsar,Kolkata,4622,4067,8689
2023,12,Amritsar,Kolkata,4960,4891,9851
2024,4,Amritsar,Kolkata,2051,1677,3728
2024,6,Amritsar,Kolkata,2051,1490,3541
2024,7,Amritsar,Kolkata,2043,1938,3981
2024,8,Amritsar,Kolkata,2019,2021,4040
2024,9,Amritsar,Kolkata,1765,1658,3423
2024,10,Amritsar,Kolkata,1967,1883,3850
2024,11,Amritsar,Kolkata,2229,2101,4330
2024,12,Amritsar,Kolkata,2762,2463,5225
2025,1,Amritsar,Kolkata,2291,2352,4643
2025,2,Amritsar,Kolkata,2199,2305,4504
2025,3,Amritsar,Kolkata,2554,2346,4900
2025,4,Amritsar,Kolkata,2213,1932,4145
2025,5,Amritsar,Kolkata,955,886,1841
2025,6,Amritsar,Kolkata,1727,1314,3041
2025,7,Amritsar,Kolkata,1442,1572,3014
2025,8,Amritsar,Kolkata,1381,1264,2645
2025,9,Amritsar,Kolkata,1292,1324,2616
2025,10,Amritsar,Kolkata,1932,1914,3846
2025,11,Amritsar,Kolkata,2169,2153,4322
2025,12,Amritsar,Kolkata,1844,1609,3453
2026,1,Amritsar,Kolkata,2061,2165,4226
2026,2,Amritsar,Kolkata,1746,1804,3550
2026,3,Amritsar,Kolkata,1895,1878,3773
2026,4,Amritsar,Kolkata,2140,1650,3790
2023,10,Amritsar,Kullu,283,368,651
2023,11,Amritsar,Kullu,287,294,581
2023,12,Amritsar,Kullu,202,187,389
2024,1,Amritsar,Kullu,101,85,186
2024,2,Amritsar,Kullu,311,309,620
2024,3,Amritsar,Kullu,563,455,1018
2024,4,Amritsar,Kullu,673,468,1141
2024,6,Amritsar,Kullu,549,394,943
2024,7,Amritsar,Kullu,244,212,456
2024,8,Amritsar,Kullu,207,181,388
2024,9,Amritsar,Kullu,467,277,744
2024,10,Amritsar,Kullu,471,391,862
2024,11,Amritsar,Kullu,329,218,547
2024,12,Amritsar,Kullu,143,78,221
2025,1,Amritsar,Kullu,158,133,291
2025,2,Amritsar,Kullu,181,126,307
2025,3,Amritsar,Kullu,462,296,758
2025,4,Amritsar,Kullu,491,309,800
2025,5,Amritsar,Kullu,186,99,285
2025,6,Amritsar,Kullu,373,222,595
2025,7,Amritsar,Kullu,148,118,266
2025,8,Amritsar,Kullu,21,30,51
2025,9,Amritsar,Kullu,57,41,98
2025,10,Amritsar,Kullu,39,40,79
2025,11,Amritsar,Kullu,176,126,302
2025,12,Amritsar,Kullu,241,135,376
2026,1,Amritsar,Kullu,155,105,260
2026,2,Amritsar,Kullu,250,126,376
2026,3,Amritsar,Kullu,243,153,396
2020,9,Amritsar,Leh,42,0,42
2020,10,Amritsar,Leh,9,0,9
2020,5,Amritsar,Lucknow,0,93,93
2020,8,Amritsar,Lucknow,0,94,94
2022,3,Amritsar,Lucknow,250,204,454
2022,4,Amritsar,Lucknow,1670,1204,2874
2022,5,Amritsar,Lucknow,1071,1306,2377
2022,6,Amritsar,Lucknow,2794,2372,5166
2022,7,Amritsar,Lucknow,1062,1052,2114
2022,8,Amritsar,Lucknow,1563,1338,2901
2022,9,Amritsar,Lucknow,1572,1018,2590
2022,10,Amritsar,Lucknow,1455,1484,2939
2022,11,Amritsar,Lucknow,1588,1557,3145
2022,12,Amritsar,Lucknow,1559,1907,3466
2023,1,Amritsar,Lucknow,799,1332,2131
2023,2,Amritsar,Lucknow,1687,1563,3250
2023,3,Amritsar,Lucknow,2125,1846,3971
2023,4,Amritsar,Lucknow,2791,1989,4780
2023,5,Amritsar,Lucknow,2749,2835,5584
2023,6,Amritsar,Lucknow,2173,2105,4278
2023,7,Amritsar,Lucknow,2762,2381,5143
2023,8,Amritsar,Lucknow,2855,2792,5647
2023,9,Amritsar,Lucknow,3194,3261,6455
2023,10,Amritsar,Lucknow,2998,2533,5531
2023,11,Amritsar,Lucknow,3152,2759,5911
2023,12,Amritsar,Lucknow,3088,3554,6642
2024,2,Amritsar,Lucknow,949,712,1661
2024,3,Amritsar,Lucknow,3797,2725,6522
2024,4,Amritsar,Lucknow,3502,2214,5716
2024,6,Amritsar,Lucknow,2295,2040,4335
2024,7,Amritsar,Lucknow,1599,2105,3704
2024,8,Amritsar,Lucknow,2072,3135,5207
2024,9,Amritsar,Lucknow,2450,2456,4906
2024,10,Amritsar,Lucknow,2908,2309,5217
2024,11,Amritsar,Lucknow,3887,3203,7090
2024,12,Amritsar,Lucknow,3356,3242,6598
2025,1,Amritsar,Lucknow,3241,3354,6595
2025,2,Amritsar,Lucknow,3778,4396,8174
2015,4,Amritsar,Mumbai,5407,5800,11207
2015,5,Amritsar,Mumbai,5448,5525,10973
2015,6,Amritsar,Mumbai,5479,4620,10099
2015,7,Amritsar,Mumbai,5237,4505,9742
2015,8,Amritsar,Mumbai,4918,4848,9766
2015,9,Amritsar,Mumbai,5035,5528,10563
2015,10,Amritsar,Mumbai,4901,5831,10732
2015,11,Amritsar,Mumbai,5581,5851,11432
2015,12,Amritsar,Mumbai,5717,5577,11294
2016,1,Amritsar,Mumbai,5524,5797,11321
2016,2,Amritsar,Mumbai,5618,6034,11652
2016,3,Amritsar,Mumbai,6190,6459,12649
2016,4,Amritsar,Mumbai,5469,5046,10515
2016,5,Amritsar,Mumbai,4909,4297,9206
2016,6,Amritsar,Mumbai,5183,4886,10069
2016,7,Amritsar,Mumbai,5422,5269,10691
2016,8,Amritsar,Mumbai,5595,5895,11490
2016,9,Amritsar,Mumbai,5518,5832,11350
2016,10,Amritsar,Mumbai,4827,6412,11239
2016,11,Amritsar,Mumbai,6423,6145,12568
2016,12,Amritsar,Mumbai,6283,6298,12581
2017,1,Amritsar,Mumbai,5673,6138,11811
2017,2,Amritsar,Mumbai,5349,5575,10924
2017,3,Amritsar,Mumbai,10657,10847,21504
2017,4,Amritsar,Mumbai,11715,12980,24695
2017,5,Amritsar,Mumbai,14101,13416,27517
2017,6,Amritsar,Mumbai,14058,11034,25092
2017,7,Amritsar,Mumbai,10982,10521,21503
2017,8,Amritsar,Mumbai,11851,11712,23563
2017,9,Amritsar,Mumbai,12049,12829,24878
2017,10,Amritsar,Mumbai,14359,15017,29376
2017,11,Amritsar,Mumbai,15119,14222,29341
2017,12,Amritsar,Mumbai,16065,14965,31030
2018,1,Amritsar,Mumbai,15032,14806,29838
2018,2,Amritsar,Mumbai,14954,15236,30190
2018,3,Amritsar,Mumbai,16847,16133,32980
2018,4,Amritsar,Mumbai,12890,13353,26243
2018,5,Amritsar,Mumbai,14059,13709,27768
2018,6,Amritsar,Mumbai,12048,10463,22511
2018,7,Amritsar,Mumbai,10949,11239,22188
2018,8,Amritsar,Mumbai,9994,10283,20277
2018,9,Amritsar,Mumbai,11486,11279,22765
2018,10,Amritsar,Mumbai,10698,11813,22511
2018,11,Amritsar,Mumbai,12001,12057,24058
2018,12,Amritsar,Mumbai,15831,14944,30775
2019,1,Amritsar,Mumbai,14460,14054,28514
2019,2,Amritsar,Mumbai,13813,12494,26307
2019,3,Amritsar,Mumbai,15547,13598,29145
2019,4,Amritsar,Mumbai,11872,13068,24940
2019,5,Amritsar,Mumbai,19261,19826,39087
2019,6,Amritsar,Mumbai,20643,19578,40221
2019,7,Amritsar,Mumbai,20046,19988,40034
2019,8,Amritsar,Mumbai,19395,19179,38574
2019,9,Amritsar,Mumbai,10322,10878,21200
2019,10,Amritsar,Mumbai,14537,15496,30033
2019,11,Amritsar,Mumbai,14658,14004,28662
2019,12,Amritsar,Mumbai,15201,14890,30091
2020,1,Amritsar,Mumbai,13857,13916,27773
2020,2,Amritsar,Mumbai,14008,14221,28229
2020,3,Amritsar,Mumbai,8987,8099,17086
2020,7,Amritsar,Mumbai,276,329,605
2020,8,Amritsar,Mumbai,1114,1335,2449
2020,9,Amritsar,Mumbai,941,1167,2108
2020,10,Amritsar,Mumbai,1322,1734,3056
2020,11,Amritsar,Mumbai,2758,2915,5673
2020,12,Amritsar,Mumbai,6576,5390,11966
2021,1,Amritsar,Mumbai,8462,7096,15558
2021,2,Amritsar,Mumbai,9040,8290,17330
2021,3,Amritsar,Mumbai,9337,7701,17038
2021,4,Amritsar,Mumbai,4467,3922,8389
2021,6,Amritsar,Mumbai,231,219,450
2021,7,Amritsar,Mumbai,2109,1945,4054
2021,8,Amritsar,Mumbai,5083,4654,9737
2021,9,Amritsar,Mumbai,5075,5101,10176
2021,10,Amritsar,Mumbai,6601,6974,13575
2021,11,Amritsar,Mumbai,12166,11429,23595
2021,12,Amritsar,Mumbai,15825,15791,31616
2022,1,Amritsar,Mumbai,10052,8169,18221
2022,2,Amritsar,Mumbai,10472,10941,21413
2022,3,Amritsar,Mumbai,16992,16669,33661
2022,4,Amritsar,Mumbai,14872,15515,30387
2022,5,Amritsar,Mumbai,18004,18758,36762
2022,6,Amritsar,Mumbai,14673,10961,25634
2022,7,Amritsar,Mumbai,9087,7622,16709
2022,8,Amritsar,Mumbai,12515,11264,23779
2022,9,Amritsar,Mumbai,10540,11700,22240
2022,10,Amritsar,Mumbai,12613,14973,27586
2022,11,Amritsar,Mumbai,17602,17114,34716
2022,12,Amritsar,Mumbai,19495,19562,39057
2023,1,Amritsar,Mumbai,17811,18891,36702
2023,2,Amritsar,Mumbai,15488,16683,32171
2023,3,Amritsar,Mumbai,16126,16041,32167
2023,4,Amritsar,Mumbai,13056,13900,26956
2023,5,Amritsar,Mumbai,7614,7324,14938
2023,6,Amritsar,Mumbai,11446,10488,21934
2023,7,Amritsar,Mumbai,10441,11495,21936
2023,8,Amritsar,Mumbai,8930,10547,19477
2023,9,Amritsar,Mumbai,10597,12201,22798
2023,10,Amritsar,Mumbai,11994,14558,26552
2023,11,Amritsar,Mumbai,17096,17775,34871
2023,12,Amritsar,Mumbai,18830,15539,34369
2024,1,Amritsar,Mumbai,17463,17502,34965
2024,2,Amritsar,Mumbai,16359,16883,33242
2024,3,Amritsar,Mumbai,17539,17263,34802
2024,4,Amritsar,Mumbai,12099,12287,24386
2024,6,Amritsar,Mumbai,13235,9488,22723
2024,7,Amritsar,Mumbai,9582,8867,18449
2024,8,Amritsar,Mumbai,9582,8691,18273
2024,9,Amritsar,Mumbai,12325,12813,25138
2024,10,Amritsar,Mumbai,10423,13840,24263
2024,11,Amritsar,Mumbai,11045,10450,21495
2024,12,Amritsar,Mumbai,16885,15753,32638
2025,1,Amritsar,Mumbai,14736,15318,30054
2025,2,Amritsar,Mumbai,12621,14105,26726
2025,3,Amritsar,Mumbai,12496,11995,24491
2025,4,Amritsar,Mumbai,13416,13466,26882
2025,5,Amritsar,Mumbai,7569,7661,15230
2025,6,Amritsar,Mumbai,13282,11052,24334
2025,7,Amritsar,Mumbai,10677,10942,21619
2025,8,Amritsar,Mumbai,10541,10938,21479
2025,9,Amritsar,Mumbai,9116,10424,19540
2025,10,Amritsar,Mumbai,10912,13850,24762
2025,11,Amritsar,Mumbai,14444,14314,28758
2025,12,Amritsar,Mumbai,13752,14121,27873
2026,1,Amritsar,Mumbai (Mumbai),14410,14798,29208
2026,2,Amritsar,Mumbai (Mumbai),13017,13747,26764
2026,3,Amritsar,Mumbai (Mumbai),13197,14221,27418
2026,4,Amritsar,Mumbai (Mumbai),12018,13516,25534
2024,4,Amritsar,Nagpur,12,0,12
2017,12,Amritsar,Nanded,561,458,1019
2018,1,Amritsar,Nanded,1084,1053,2137
2018,2,Amritsar,Nanded,1032,936,1968
2018,3,Amritsar,Nanded,1092,985,2077
2018,4,Amritsar,Nanded,1169,1212,2381
2018,5,Amritsar,Nanded,1021,931,1952
2018,6,Amritsar,Nanded,1309,1181,2490
2018,7,Amritsar,Nanded,1275,1292,2567
2018,8,Amritsar,Nanded,1087,1018,2105
2018,9,Amritsar,Nanded,1318,1254,2572
2018,10,Amritsar,Nanded,1072,1029,2101
2018,11,Amritsar,Nanded,1098,1019,2117
2018,12,Amritsar,Nanded,1420,1301,2721
2019,1,Amritsar,Nanded,1088,1037,2125
2019,2,Amritsar,Nanded,1151,1018,2169
2019,3,Amritsar,Nanded,1435,1351,2786
2019,4,Amritsar,Nanded,837,898,1735
2019,5,Amritsar,Nanded,650,590,1240
2019,6,Amritsar,Nanded,1278,969,2247
2019,7,Amritsar,Nanded,735,705,1440
2019,8,Amritsar,Nanded,968,846,1814
2019,9,Amritsar,Nanded,951,836,1787
2019,10,Amritsar,Nanded,584,506,1090
2019,11,Amritsar,Nanded,837,776,1613
2019,12,Amritsar,Nanded,1001,868,1869
2020,1,Amritsar,Nanded,912,880,1792
2020,2,Amritsar,Nanded,1060,972,2032
2020,3,Amritsar,Nanded,626,647,1273
2020,11,Amritsar,Nanded,648,618,1266
2020,12,Amritsar,Nanded,1113,813,1926
2021,1,Amritsar,Nanded,892,888,1780
2021,2,Amritsar,Nanded,1277,1250,2527
2021,3,Amritsar,Nanded,1052,1101,2153
2021,4,Amritsar,Nanded,367,389,756
2021,8,Amritsar,Nanded,722,632,1354
2021,9,Amritsar,Nanded,480,583,1063
2021,10,Amritsar,Nanded,1053,941,1994
2021,11,Amritsar,Nanded,69,61,130
2021,12,Amritsar,Nanded,411,265,676
2022,1,Amritsar,Nanded,383,519,902
2022,2,Amritsar,Nanded,469,423,892
2022,3,Amritsar,Nanded,490,436,926
2019,10,Amritsar,Patna,301,364,665
2019,11,Amritsar,Patna,1534,2122,3656
2019,12,Amritsar,Patna,1237,1843,3080
2020,1,Amritsar,Patna,846,1555,2401
2020,2,Amritsar,Patna,1018,1496,2514
2020,3,Amritsar,Patna,646,1289,1935
2020,5,Amritsar,Patna,234,136,370
2020,6,Amritsar,Patna,78,65,143
2020,8,Amritsar,Patna,90,177,267
2020,9,Amritsar,Patna,611,728,1339
2020,10,Amritsar,Patna,920,767,1687
2020,11,Amritsar,Patna,1203,811,2014
2020,12,Amritsar,Patna,969,969,1938
2021,1,Amritsar,Patna,863,900,1763
2021,2,Amritsar,Patna,910,810,1720
2021,3,Amritsar,Patna,1168,978,2146
2021,4,Amritsar,Patna,1861,1615,3476
2021,6,Amritsar,Patna,1049,1193,2242
2021,7,Amritsar,Patna,1343,1225,2568
2021,8,Amritsar,Patna,1320,1574,2894
2021,9,Amritsar,Patna,1037,1112,2149
2021,10,Amritsar,Patna,1453,1432,2885
2021,11,Amritsar,Patna,1557,1607,3164
2021,12,Amritsar,Patna,1420,1694,3114
2022,1,Amritsar,Patna,931,980,1911
2022,2,Amritsar,Patna,1264,1139,2403
2022,3,Amritsar,Patna,1582,1567,3149
2022,4,Amritsar,Patna,1584,1394,2978
2022,5,Amritsar,Patna,1553,1676,3229
2022,6,Amritsar,Patna,1698,1725,3423
2022,7,Amritsar,Patna,1005,1112,2117
2022,8,Amritsar,Patna,1068,1211,2279
2022,9,Amritsar,Patna,965,1008,1973
2022,10,Amritsar,Patna,1607,1428,3035
2022,11,Amritsar,Patna,671,734,1405
2023,1,Amritsar,Patna,408,257,665
2023,2,Amritsar,Patna,1890,1838,3728
