year,month,origin_city,dest_city,pax_to,pax_from,total_pax
2021,12,Adampur,Ahmedabad,30,0,30
2018,5,Adampur,Delhi,2258,2190,4448
2018,6,Adampur,Delhi,1984,1981,3965
2018,7,Adampur,Delhi,2333,2205,4538
2018,8,Adampur,Delhi,2146,1981,4127
2018,9,Adampur,Delhi,2237,2164,4401
2018,10,Adampur,Delhi,2277,2251,4528
2018,11,Adampur,Delhi,2289,2319,4608
2018,12,Adampur,Delhi,2308,2290,4598
2019,1,Adampur,Delhi,2332,2307,4639
2019,2,Adampur,Delhi,2072,2097,4169
2019,3,Adampur,Delhi,2333,2303,4636
2019,4,Adampur,Delhi,2268,2257,4525
2019,5,Adampur,Delhi,1968,1776,3744
2019,6,Adampur,Delhi,2275,2172,4447
2019,7,Adampur,Delhi,2048,2088,4136
2019,8,Adampur,Delhi,2343,2296,4639
2019,9,Adampur,Delhi,2264,2145,4409
2019,10,Adampur,Delhi,2322,2606,4928
2019,11,Adampur,Delhi,2600,2525,5125
2019,12,Adampur,Delhi,2606,2601,5207
2020,1,Adampur,Delhi,2198,2248,4446
2020,2,Adampur,Delhi,2178,2190,4368
2020,3,Adampur,Delhi,1170,1144,2314
2020,5,Adampur,Delhi,59,45,104
2020,11,Adampur,Delhi,257,205,462
2020,12,Adampur,Delhi,939,863,1802
2021,1,Adampur,Delhi,1523,1447,2970
2021,2,Adampur,Delhi,1932,1923,3855
2021,3,Adampur,Delhi,1847,1921,3768
2021,4,Adampur,Delhi,905,872,1777
2023,10,Adampur,Delhi,140,131,271
2025,12,Adampur,Delhi,17,10,27
2025,12,Adampur,Ghaziabad,1303,1715,3018
2026,1,Adampur,Ghaziabad,1139,1514,2653
2026,2,Adampur,Ghaziabad,1743,2082,3825
2026,3,Adampur,Ghaziabad,1701,2115,3816
2026,4,Adampur,Ghaziabad,1318,1511,2829
2021,12,Adampur,Guwahati,0,5,5
2024,3,Adampur,Hindon Airport,54,63,117
2024,4,Adampur,Hindon Airport,1724,1559,3283
2024,6,Adampur,Hindon Airport,1661,1424,3085
2024,7,Adampur,Hindon Airport,1280,1214,2494
2024,8,Adampur,Hindon Airport,1063,976,2039
2024,9,Adampur,Hindon Airport,881,817,1698
2024,10,Adampur,Hindon Airport,1561,1578,3139
2024,11,Adampur,Hindon Airport,1670,1528,3198
2024,12,Adampur,Hindon Airport,1709,2018,3727
2025,1,Adampur,Hindon Airport,1431,1317,2748
2025,2,Adampur,Hindon Airport,1686,1653,3339
2025,3,Adampur,Hindon Airport,1902,1839,3741
2025,4,Adampur,Hindon Airport,1621,1643,3264
2025,5,Adampur,Hindon Airport,1167,1234,2401
2025,6,Adampur,Hindon Airport,1546,1492,3038
2025,7,Adampur,Hindon Airport,1482,1477,2959
2025,8,Adampur,Hindon Airport,1055,863,1918
2025,9,Adampur,Hindon Airport,935,770,1705
2025,10,Adampur,Hindon Airport,1476,1542,3018
2025,11,Adampur,Hindon Airport,1394,1697,3091
2021,3,Adampur,Jaipur,23,22,45
2021,4,Adampur,Jaipur,43,44,87
2020,12,Adampur,Kandla,0,4,4
2021,1,Adampur,Kandla,0,2,2
2020,11,Adampur,Mumbai,169,72,241
2020,12,Adampur,Mumbai,912,558,1470
2021,1,Adampur,Mumbai,272,159,431
2021,3,Adampur,Mumbai,42,60,102
2021,4,Adampur,Mumbai,143,138,281
2025,7,Adampur,Mumbai,2374,2109,4483
2025,8,Adampur,Mumbai,3097,2941,6038
2025,9,Adampur,Mumbai,2717,3132,5849
2025,10,Adampur,Mumbai,4149,5330,9479
2025,11,Adampur,Mumbai,4979,4960,9939
2025,12,Adampur,Mumbai,4475,4289,8764
2026,1,Adampur,Mumbai (Mumbai),5278,5380,10658
2026,2,Adampur,Mumbai (Mumbai),4706,4969,9675
2026,3,Adampur,Mumbai (Mumbai),4824,4948,9772
2026,4,Adampur,Mumbai (Mumbai),4436,4475,8911
2025,11,Adampur,Nanded,404,0,404
2025,12,Adampur,Nanded,347,0,347
2026,1,Adampur,Nanded,578,0,578
2026,2,Adampur,Nanded,344,0,344
2026,3,Adampur,Nanded,430,0,430
2026,4,Adampur,Nanded,212,0,212
2021,12,Adampur,Patna,0,47,47
2021,7,Agartala,Ahmedabad,0,210,210
2021,8,Agartala,Ahmedabad,0,168,168
2021,9,Agartala,Ahmedabad,77,216,293
2021,10,Agartala,Ahmedabad,149,266,415
2021,11,Agartala,Ahmedabad,91,208,299
2021,12,Agartala,Ahmedabad,52,335,387
2022,1,Agartala,Ahmedabad,23,143,166
2022,2,Agartala,Ahmedabad,0,254,254
2022,3,Agartala,Ahmedabad,185,204,389
2022,4,Agartala,Ahmedabad,89,131,220
2022,5,Agartala,Ahmedabad,310,403,713
2022,6,Agartala,Ahmedabad,325,422,747
2022,7,Agartala,Ahmedabad,255,420,675
2022,8,Agartala,Ahmedabad,276,363,639
2022,9,Agartala,Ahmedabad,136,463,599
2022,10,Agartala,Ahmedabad,599,411,1010
2022,11,Agartala,Ahmedabad,341,245,586
2022,12,Agartala,Ahmedabad,499,639,1138
2023,1,Agartala,Ahmedabad,411,415,826
2023,2,Agartala,Ahmedabad,372,332,704
2023,3,Agartala,Ahmedabad,209,387,596
2023,4,Agartala,Ahmedabad,290,322,612
2023,5,Agartala,Ahmedabad,231,212,443
2023,6,Agartala,Ahmedabad,260,268,528
2023,7,Agartala,Ahmedabad,69,125,194
2023,8,Agartala,Ahmedabad,41,76,117
2023,9,Agartala,Ahmedabad,66,90,156
2023,10,Agartala,Ahmedabad,208,486,694
2023,11,Agartala,Ahmedabad,423,303,726
2023,12,Agartala,Ahmedabad,278,357,635
2024,1,Agartala,Ahmedabad,359,147,506
2024,2,Agartala,Ahmedabad,329,284,613
2024,3,Agartala,Ahmedabad,297,244,541
2024,10,Agartala,Ahmedabad,34,24,58
2024,11,Agartala,Ahmedabad,172,155,327
2024,12,Agartala,Ahmedabad,96,368,464
2025,3,Agartala,Ahmedabad,108,167,275
2025,5,Agartala,Ahmedabad,0,23,23
2025,10,Agartala,Ahmedabad,7,25,32
2025,11,Agartala,Ahmedabad,157,103,260
2025,12,Agartala,Ahmedabad,32,93,125
2026,1,Agartala,Ahmedabad,0,206,206
2026,2,Agartala,Ahmedabad,0,232,232
2026,3,Agartala,Ahmedabad,0,385,385
2020,2,Agartala,Aizawl,47,36,83
2020,3,Agartala,Aizawl,1204,690,1894
2021,3,Agartala,Aizawl,13,10,23
2021,4,Agartala,Aizawl,155,154,309
2021,11,Agartala,Aizawl,308,464,772
2021,12,Agartala,Aizawl,288,343,631
2022,1,Agartala,Aizawl,203,199,402
2022,2,Agartala,Aizawl,193,201,394
2022,3,Agartala,Aizawl,393,385,778
2022,4,Agartala,Aizawl,402,299,701
2022,5,Agartala,Aizawl,580,435,1015
2022,6,Agartala,Aizawl,525,528,1053
2022,7,Agartala,Aizawl,467,358,825
2022,8,Agartala,Aizawl,423,338,761
2022,9,Agartala,Aizawl,514,489,1003
2022,10,Agartala,Aizawl,617,596,1213
2022,11,Agartala,Aizawl,714,735,1449
2022,12,Agartala,Aizawl,749,681,1430
2023,1,Agartala,Aizawl,506,579,1085
2023,2,Agartala,Aizawl,531,406,937
2023,3,Agartala,Aizawl,921,716,1637
2023,4,Agartala,Aizawl,763,544,1307
2023,5,Agartala,Aizawl,998,832,1830
2024,7,Agartala,Aizawl,176,0,176
2019,5,Agartala,Bagdogra,10,0,10
2019,7,Agartala,Bagdogra,0,9,9
2019,8,Agartala,Bagdogra,0,186,186
2019,9,Agartala,Bagdogra,0,167,167
2019,10,Agartala,Bagdogra,0,141,141
2025,10,Agartala,Bagdogra,151,357,508
2025,11,Agartala,Bagdogra,1084,3103,4187
2025,12,Agartala,Bagdogra,3077,4414,7491
2026,1,Agartala,Bagdogra,2221,4287,6508
2026,2,Agartala,Bagdogra,2233,3738,5971
2026,3,Agartala,Bagdogra,3258,3851,7109
2026,4,Agartala,Bagdogra,2653,2452,5105
2019,5,Agartala,Bengaluru,4774,4129,8903
2019,6,Agartala,Bengaluru,2945,2710,5655
2019,7,Agartala,Bengaluru,3205,3313,6518
2019,8,Agartala,Bengaluru,3710,3754,7464
2019,9,Agartala,Bengaluru,2241,4120,6361
2019,10,Agartala,Bengaluru,3948,4003,7951
2019,11,Agartala,Bengaluru,3690,2854,6544
2019,12,Agartala,Bengaluru,4527,4435,8962
2020,1,Agartala,Bengaluru,4294,4607,8901
2020,2,Agartala,Bengaluru,3517,3554,7071
2020,3,Agartala,Bengaluru,1972,3547,5519
2020,6,Agartala,Bengaluru,401,390,791
2020,7,Agartala,Bengaluru,532,1512,2044
2020,8,Agartala,Bengaluru,724,1502,2226
2020,9,Agartala,Bengaluru,2372,1782,4154
2020,10,Agartala,Bengaluru,4163,2780,6943
2020,11,Agartala,Bengaluru,5096,2831,7927
2020,12,Agartala,Bengaluru,4214,3504,7718
2021,1,Agartala,Bengaluru,3549,2226,5775
2021,2,Agartala,Bengaluru,3483,2173,5656
2021,3,Agartala,Bengaluru,2703,2267,4970
2021,4,Agartala,Bengaluru,2039,4803,6842
2021,6,Agartala,Bengaluru,83,83,166
2021,7,Agartala,Bengaluru,576,237,813
2021,8,Agartala,Bengaluru,1017,660,1677
2021,9,Agartala,Bengaluru,1609,1315,2924
2021,10,Agartala,Bengaluru,1835,1856,3691
2021,11,Agartala,Bengaluru,3100,2666,5766
2021,12,Agartala,Bengaluru,3665,2799,6464
2022,1,Agartala,Bengaluru,1145,2193,3338
2022,2,Agartala,Bengaluru,1528,1499,3027
2022,3,Agartala,Bengaluru,2930,2996,5926
2022,4,Agartala,Bengaluru,3859,3443,7302
2022,5,Agartala,Bengaluru,4516,3540,8056
2022,6,Agartala,Bengaluru,4553,4107,8660
2022,7,Agartala,Bengaluru,4542,4463,9005
2022,8,Agartala,Bengaluru,4867,4643,9510
2022,9,Agartala,Bengaluru,4249,5228,9477
2022,10,Agartala,Bengaluru,5282,4650,9932
2022,11,Agartala,Bengaluru,3165,2716,5881
2022,12,Agartala,Bengaluru,3559,2567,6126
2023,1,Agartala,Bengaluru,4040,3850,7890
2023,2,Agartala,Bengaluru,2794,2270,5064
2023,3,Agartala,Bengaluru,4750,3516,8266
2023,4,Agartala,Bengaluru,6157,5065,11222
2023,5,Agartala,Bengaluru,5663,5562,11225
2023,6,Agartala,Bengaluru,5417,5645,11062
2023,7,Agartala,Bengaluru,3319,3091,6410
2023,8,Agartala,Bengaluru,4580,4069,8649
2023,9,Agartala,Bengaluru,4755,4067,8822
2023,10,Agartala,Bengaluru,4726,5848,10574
2023,11,Agartala,Bengaluru,5281,4958,10239
2023,12,Agartala,Bengaluru,6134,4891,11025
2024,1,Agartala,Bengaluru,4757,5866,10623
2024,2,Agartala,Bengaluru,3919,3978,7897
2024,3,Agartala,Bengaluru,5131,4971,10102
2024,4,Agartala,Bengaluru,3854,4099,7953
2024,6,Agartala,Bengaluru,5413,5022,10435
2024,7,Agartala,Bengaluru,6067,4734,10801
2024,8,Agartala,Bengaluru,4779,4193,8972
2024,9,Agartala,Bengaluru,3692,4454,8146
2024,10,Agartala,Bengaluru,4671,5171,9842
2024,11,Agartala,Bengaluru,4217,4292,8509
2024,12,Agartala,Bengaluru,4029,4297,8326
2025,1,Agartala,Bengaluru,3847,4392,8239
2025,2,Agartala,Bengaluru,3570,3599,7169
2025,3,Agartala,Bengaluru,3903,3978,7881
2025,4,Agartala,Bengaluru,3661,4247,7908
2025,5,Agartala,Bengaluru,3963,3687,7650
2025,6,Agartala,Bengaluru,3460,3205,6665
2025,7,Agartala,Bengaluru,4168,3077,7245
2025,8,Agartala,Bengaluru,3826,3621,7447
2025,9,Agartala,Bengaluru,2887,4436,7323
2025,10,Agartala,Bengaluru,3759,3193,6952
2025,11,Agartala,Bengaluru,3613,3674,7287
2025,12,Agartala,Bengaluru,3528,3572,7100
2026,1,Agartala,Bengaluru,4007,4382,8389
2026,2,Agartala,Bengaluru,3845,3569,7414
2026,3,Agartala,Bengaluru,3890,3883,7773
2026,4,Agartala,Bengaluru,3244,3768,7012
2022,5,Agartala,Bhubaneswar,18,0,18
2022,6,Agartala,Bhubaneswar,0,90,90
2025,5,Agartala,Bhubaneswar,14,0,14
2015,10,Agartala,Chennai,304,303,607
2015,11,Agartala,Chennai,728,594,1322
2015,12,Agartala,Chennai,689,567,1256
2016,1,Agartala,Chennai,1142,854,1996
2016,2,Agartala,Chennai,849,1124,1973
2016,3,Agartala,Chennai,774,193,967
2016,4,Agartala,Chennai,521,974,1495
2016,5,Agartala,Chennai,1017,1347,2364
2016,6,Agartala,Chennai,1149,1191,2340
2016,7,Agartala,Chennai,508,486,994
2016,8,Agartala,Chennai,397,548,945
2016,9,Agartala,Chennai,360,441,801
2016,10,Agartala,Chennai,384,809,1193
2016,11,Agartala,Chennai,723,1215,1938
2016,12,Agartala,Chennai,967,996,1963
2017,1,Agartala,Chennai,664,1234,1898
2017,2,Agartala,Chennai,1021,1289,2310
2017,3,Agartala,Chennai,871,998,1869
2017,4,Agartala,Chennai,746,694,1440
2017,5,Agartala,Chennai,885,766,1651
2017,6,Agartala,Chennai,1018,802,1820
2017,7,Agartala,Chennai,1185,1073,2258
2017,8,Agartala,Chennai,1037,1120,2157
2017,9,Agartala,Chennai,1222,1038,2260
2017,10,Agartala,Chennai,1260,1068,2328
2017,11,Agartala,Chennai,2095,1704,3799
2017,12,Agartala,Chennai,2044,1839,3883
2018,1,Agartala,Chennai,2934,2819,5753
2018,2,Agartala,Chennai,3316,4470,7786
2018,3,Agartala,Chennai,4160,4033,8193
2018,4,Agartala,Chennai,4578,2643,7221
2018,5,Agartala,Chennai,4971,2452,7423
2018,6,Agartala,Chennai,4873,2202,7075
2018,7,Agartala,Chennai,4189,2004,6193
2018,8,Agartala,Chennai,3631,1657,5288
2018,9,Agartala,Chennai,2826,1769,4595
2018,10,Agartala,Chennai,4064,1791,5855
2018,11,Agartala,Chennai,1586,1343,2929
2018,12,Agartala,Chennai,1536,1695,3231
2019,1,Agartala,Chennai,1363,1637,3000
2019,2,Agartala,Chennai,878,1590,2468
2019,3,Agartala,Chennai,1392,1733,3125
2019,4,Agartala,Chennai,1932,1974,3906
2019,5,Agartala,Chennai,2057,2095,4152
2019,6,Agartala,Chennai,2125,2002,4127
2019,7,Agartala,Chennai,2266,1555,3821
2019,8,Agartala,Chennai,3401,2668,6069
2019,9,Agartala,Chennai,1895,1742,3637
2019,10,Agartala,Chennai,2318,1402,3720
2019,11,Agartala,Chennai,2280,1327,3607
2019,12,Agartala,Chennai,3382,1729,5111
2020,1,Agartala,Chennai,2320,1373,3693
2020,2,Agartala,Chennai,1895,1191,3086
2020,3,Agartala,Chennai,1244,1121,2365
2020,8,Agartala,Chennai,32,35,67
2020,9,Agartala,Chennai,333,265,598
2020,10,Agartala,Chennai,390,359,749
2020,11,Agartala,Chennai,681,787,1468
2020,12,Agartala,Chennai,961,1138,2099
2021,1,Agartala,Chennai,858,785,1643
2021,2,Agartala,Chennai,885,1096,1981
2021,3,Agartala,Chennai,469,543,1012
2021,4,Agartala,Chennai,1286,2577,3863
2021,7,Agartala,Chennai,197,0,197
2022,2,Agartala,Chennai,0,312,312
2022,3,Agartala,Chennai,0,93,93
2022,5,Agartala,Chennai,959,906,1865
2022,6,Agartala,Chennai,2004,2039,4043
2022,7,Agartala,Chennai,2127,1798,3925
2022,8,Agartala,Chennai,2190,1815,4005
2022,9,Agartala,Chennai,430,209,639
2022,10,Agartala,Chennai,2036,987,3023
2022,11,Agartala,Chennai,1931,1026,2957
2022,12,Agartala,Chennai,1090,643,1733
2023,1,Agartala,Chennai,124,421,545
2023,2,Agartala,Chennai,746,371,1117
2023,3,Agartala,Chennai,1509,721,2230
2023,4,Agartala,Chennai,1804,441,2245
2023,5,Agartala,Chennai,1076,410,1486
2023,6,Agartala,Chennai,1369,690,2059
2023,7,Agartala,Chennai,1557,444,2001
2023,8,Agartala,Chennai,1197,281,1478
2023,9,Agartala,Chennai,838,347,1185
2023,10,Agartala,Chennai,834,642,1476
2024,6,Agartala,Chennai,931,501,1432
2024,7,Agartala,Chennai,461,176,637
2024,8,Agartala,Chennai,710,387,1097
2024,9,Agartala,Chennai,464,232,696
2024,10,Agartala,Chennai,461,284,745
2024,11,Agartala,Chennai,1177,732,1909
2024,12,Agartala,Chennai,1032,508,1540
2025,3,Agartala,Chennai,1085,523,1608
2025,4,Agartala,Chennai,403,509,912
2025,5,Agartala,Chennai,642,1132,1774
2025,6,Agartala,Chennai,1008,947,1955
2025,7,Agartala,Chennai,366,185,551
2025,8,Agartala,Chennai,547,799,1346
2025,9,Agartala,Chennai,467,780,1247
2025,10,Agartala,Chennai,919,893,1812
2025,11,Agartala,Chennai,495,661,1156
2025,12,Agartala,Chennai,336,338,674
2026,1,Agartala,Chennai,327,320,647
2026,2,Agartala,Chennai,403,586,989
2026,3,Agartala,Chennai,617,674,1291
2019,5,Agartala,Coimbatore,0,10,10
2019,6,Agartala,Coimbatore,0,17,17
2019,7,Agartala,Coimbatore,0,18,18
2019,8,Agartala,Coimbatore,0,13,13
2019,9,Agartala,Coimbatore,0,56,56
2019,10,Agartala,Coimbatore,0,18,18
2019,11,Agartala,Coimbatore,0,3,3
2019,12,Agartala,Coimbatore,0,2,2
2020,1,Agartala,Coimbatore,0,5,5
2020,2,Agartala,Coimbatore,10,6,16
2020,3,Agartala,Coimbatore,13,3,16
2021,4,Agartala,Dabolim,0,6,6
2019,5,Agartala,Delhi,2930,3022,5952
2019,6,Agartala,Delhi,2669,2652,5321
2019,7,Agartala,Delhi,2021,1214,3235
2019,8,Agartala,Delhi,4657,3835,8492
2019,9,Agartala,Delhi,5023,6087,11110
2019,10,Agartala,Delhi,6933,6178,13111
2019,11,Agartala,Delhi,5480,5399,10879
2019,12,Agartala,Delhi,6080,6922,13002
2020,1,Agartala,Delhi,5467,5823,11290
2020,2,Agartala,Delhi,6246,5365,11611
2020,3,Agartala,Delhi,4230,5448,9678
2020,6,Agartala,Delhi,150,261,411
2020,7,Agartala,Delhi,2726,3876,6602
2020,8,Agartala,Delhi,3845,3354,7199
2020,9,Agartala,Delhi,3738,3337,7075
2020,10,Agartala,Delhi,3212,3309,6521
2020,11,Agartala,Delhi,4761,4388,9149
2020,12,Agartala,Delhi,3916,4923,8839
2021,1,Agartala,Delhi,4695,4679,9374
2021,2,Agartala,Delhi,6755,5800,12555
2021,3,Agartala,Delhi,7524,7265,14789
2021,4,Agartala,Delhi,5817,7778,13595
2021,6,Agartala,Delhi,2388,2789,5177
2021,7,Agartala,Delhi,3733,3418,7151
2021,8,Agartala,Delhi,4083,3545,7628
2021,9,Agartala,Delhi,4003,4336,8339
2021,10,Agartala,Delhi,6813,6645,13458
2021,11,Agartala,Delhi,6363,6548,12911
2021,12,Agartala,Delhi,6870,7451,14321
2022,1,Agartala,Delhi,4058,5423,9481
2022,2,Agartala,Delhi,5003,4619,9622
2022,3,Agartala,Delhi,7010,6504,13514
2022,4,Agartala,Delhi,4660,4634,9294
2022,5,Agartala,Delhi,5145,4836,9981
2022,6,Agartala,Delhi,5595,5501,11096
2022,7,Agartala,Delhi,5382,4825,10207
2022,8,Agartala,Delhi,4868,4193,9061
2022,9,Agartala,Delhi,4689,4277,8966
2022,10,Agartala,Delhi,5422,5028,10450
2022,11,Agartala,Delhi,5302,5308,10610
2022,12,Agartala,Delhi,5326,5522,10848
2023,1,Agartala,Delhi,5416,4769,10185
2023,2,Agartala,Delhi,4398,3879,8277
2023,3,Agartala,Delhi,5281,5226,10507
2023,4,Agartala,Delhi,5584,5547,11131
2023,5,Agartala,Delhi,5248,5224,10472
2023,6,Agartala,Delhi,4911,5067,9978
2023,7,Agartala,Delhi,5143,5080,10223
2023,8,Agartala,Delhi,5124,5045,10169
2023,9,Agartala,Delhi,4338,4303,8641
2023,10,Agartala,Delhi,5147,5382,10529
2023,11,Agartala,Delhi,6104,6180,12284
2023,12,Agartala,Delhi,6007,6567,12574
2024,1,Agartala,Delhi,6142,6425,12567
2024,2,Agartala,Delhi,5729,5809,11538
2024,3,Agartala,Delhi,5716,6271,11987
2024,4,Agartala,Delhi,4617,5055,9672
2024,6,Agartala,Delhi,4539,5144,9683
2024,7,Agartala,Delhi,5167,4878,10045
2024,8,Agartala,Delhi,4505,4594,9099
2024,9,Agartala,Delhi,3418,4143,7561
2024,10,Agartala,Delhi,4771,5184,9955
2024,11,Agartala,Delhi,5053,5145,10198
2024,12,Agartala,Delhi,4969,5340,10309
2025,1,Agartala,Delhi,4833,5203,10036
2025,2,Agartala,Delhi,5569,5879,11448
2025,3,Agartala,Delhi,6175,6862,13037
2025,4,Agartala,Delhi,6252,8999,15251
2025,5,Agartala,Delhi,5800,8267,14067
2025,6,Agartala,Delhi,5514,7342,12856
2025,7,Agartala,Delhi,5938,4998,10936
2025,8,Agartala,Delhi,5492,5466,10958
2025,9,Agartala,Delhi,4616,6305,10921
2025,10,Agartala,Delhi,7479,7868,15347
2025,11,Agartala,Delhi,6522,6937,13459
2025,12,Agartala,Delhi,6113,7329,13442
2026,1,Agartala,Delhi,6524,6970,13494
2026,2,Agartala,Delhi,6541,5996,12537
2026,3,Agartala,Delhi,6247,7398,13645
2026,4,Agartala,Delhi,4808,7748,12556
2021,6,Agartala,Dibrugarh,65,55,120
2021,7,Agartala,Dibrugarh,339,330,669
2021,8,Agartala,Dibrugarh,545,535,1080
2021,9,Agartala,Dibrugarh,506,435,941
2021,10,Agartala,Dibrugarh,838,869,1707
2021,11,Agartala,Dibrugarh,590,705,1295
2021,12,Agartala,Dibrugarh,812,837,1649
2022,1,Agartala,Dibrugarh,538,492,1030
2022,2,Agartala,Dibrugarh,752,854,1606
2022,3,Agartala,Dibrugarh,682,705,1387
2022,4,Agartala,Dibrugarh,862,849,1711
2022,5,Agartala,Dibrugarh,1578,1340,2918
2022,6,Agartala,Dibrugarh,987,1394,2381
2022,7,Agartala,Dibrugarh,1136,1471,2607
2022,8,Agartala,Dibrugarh,1011,1245,2256
2022,9,Agartala,Dibrugarh,961,1144,2105
2022,10,Agartala,Dibrugarh,1470,1533,3003
2022,11,Agartala,Dibrugarh,1190,1604,2794
2022,12,Agartala,Dibrugarh,1269,1600,2869
2023,1,Agartala,Dibrugarh,1025,1339,2364
2023,2,Agartala,Dibrugarh,931,831,1762
2023,3,Agartala,Dibrugarh,846,882,1728
2023,4,Agartala,Dibrugarh,968,1113,2081
2023,5,Agartala,Dibrugarh,923,815,1738
2023,6,Agartala,Dibrugarh,934,1004,1938
2023,7,Agartala,Dibrugarh,1156,968,2124
2023,8,Agartala,Dibrugarh,872,844,1716
2023,9,Agartala,Dibrugarh,423,438,861
2023,10,Agartala,Dibrugarh,239,212,451
2024,1,Agartala,Dibrugarh,65,0,65
2024,10,Agartala,Dibrugarh,39,50,89
2024,11,Agartala,Dibrugarh,535,506,1041
2024,12,Agartala,Dibrugarh,443,424,867
2025,1,Agartala,Dibrugarh,420,511,931
2025,2,Agartala,Dibrugarh,497,374,871
2025,3,Agartala,Dibrugarh,727,450,1177
2025,4,Agartala,Dibrugarh,1539,794,2333
2025,5,Agartala,Dibrugarh,1180,517,1697
2025,6,Agartala,Dibrugarh,628,460,1088
2025,7,Agartala,Dibrugarh,489,800,1289
2025,8,Agartala,Dibrugarh,426,351,777
2025,9,Agartala,Dibrugarh,472,464,936
2025,10,Agartala,Dibrugarh,1078,510,1588
2025,11,Agartala,Dibrugarh,834,601,1435
2025,12,Agartala,Dibrugarh,1150,420,1570
2026,1,Agartala,Dibrugarh,858,777,1635
2026,2,Agartala,Dibrugarh,637,576,1213
2026,3,Agartala,Dibrugarh,894,743,1637
2026,4,Agartala,Dibrugarh,786,304,1090
2023,9,Agartala,Dimapur,169,0,169
2019,5,Agartala,Guwahati,11338,8861,20199
2019,6,Agartala,Guwahati,10786,10756,21542
2019,7,Agartala,Guwahati,11355,10213,21568
2019,8,Agartala,Guwahati,10927,9164,20091
2019,9,Agartala,Guwahati,9271,9849,19120
2019,10,Agartala,Guwahati,10870,9725,20595
2019,11,Agartala,Guwahati,12164,10833,22997
2019,12,Agartala,Guwahati,8730,8993,17723
2020,1,Agartala,Guwahati,10581,10553,21134
2020,2,Agartala,Guwahati,10522,9090,19612
2020,3,Agartala,Guwahati,6027,6760,12787
2020,6,Agartala,Guwahati,40,1091,1131
2020,7,Agartala,Guwahati,903,930,1833
2020,8,Agartala,Guwahati,1062,995,2057
2020,9,Agartala,Guwahati,1361,947,2308
2020,10,Agartala,Guwahati,2351,1894,4245
2020,11,Agartala,Guwahati,4267,3318,7585
2020,12,Agartala,Guwahati,4266,4675,8941
2021,1,Agartala,Guwahati,4646,4435,9081
2021,2,Agartala,Guwahati,4316,4150,8466
2021,3,Agartala,Guwahati,4455,4094,8549
2021,4,Agartala,Guwahati,3735,5547,9282
2021,6,Agartala,Guwahati,1244,1459,2703
2021,7,Agartala,Guwahati,1846,1848,3694
2021,8,Agartala,Guwahati,3294,3352,6646
2021,9,Agartala,Guwahati,4000,4482,8482
2021,10,Agartala,Guwahati,4899,5344,10243
2021,11,Agartala,Guwahati,4505,4524,9029
2021,12,Agartala,Guwahati,4507,5381,9888
2022,1,Agartala,Guwahati,2864,4114,6978
2022,2,Agartala,Guwahati,4178,4004,8182
2022,3,Agartala,Guwahati,4628,5090,9718
2022,4,Agartala,Guwahati,4995,5238,10233
2022,5,Agartala,Guwahati,7137,7275,14412
2022,6,Agartala,Guwahati,6375,6485,12860
2022,7,Agartala,Guwahati,6641,6576,13217
2022,8,Agartala,Guwahati,5137,5576,10713
2022,9,Agartala,Guwahati,5221,5903,11124
2022,10,Agartala,Guwahati,7372,7197,14569
2022,11,Agartala,Guwahati,10201,11054,21255
2022,12,Agartala,Guwahati,8355,9348,17703
2023,1,Agartala,Guwahati,8072,8833,16905
2023,2,Agartala,Guwahati,6819,7291,14110
2023,3,Agartala,Guwahati,9041,9520,18561
2023,4,Agartala,Guwahati,10559,9879,20438
2023,5,Agartala,Guwahati,9752,9631,19383
2023,6,Agartala,Guwahati,8544,10390,18934
2023,7,Agartala,Guwahati,7986,9457,17443
2023,8,Agartala,Guwahati,7480,9048,16528
2023,9,Agartala,Guwahati,7118,8303,15421
2023,10,Agartala,Guwahati,8600,9617,18217
2023,11,Agartala,Guwahati,9218,8812,18030
2023,12,Agartala,Guwahati,9365,10601,19966
2024,1,Agartala,Guwahati,9583,11031,20614
2024,2,Agartala,Guwahati,8496,9217,17713
2024,3,Agartala,Guwahati,9299,10314,19613
2024,4,Agartala,Guwahati,9599,10251,19850
2024,6,Agartala,Guwahati,9425,10536,19961
2024,7,Agartala,Guwahati,9893,10666,20559
2024,8,Agartala,Guwahati,8788,9820,18608
2024,9,Agartala,Guwahati,11862,12611,24473
2024,10,Agartala,Guwahati,12500,13341,25841
2024,11,Agartala,Guwahati,13803,14306,28109
2024,12,Agartala,Guwahati,15373,16464,31837
2025,1,Agartala,Guwahati,14041,15957,29998
2025,2,Agartala,Guwahati,13833,14167,28000
2025,3,Agartala,Guwahati,13696,14154,27850
2025,4,Agartala,Guwahati,13527,14646,28173
2025,5,Agartala,Guwahati,14878,14829,29707
2025,6,Agartala,Guwahati,13078,15719,28797
2025,7,Agartala,Guwahati,14600,16210,30810
2025,8,Agartala,Guwahati,13079,13551,26630
2025,9,Agartala,Guwahati,11848,13739,25587
2025,10,Agartala,Guwahati,14134,13537,27671
2025,11,Agartala,Guwahati,10111,10491,20602
2025,12,Agartala,Guwahati,9347,9356,18703
2026,1,Agartala,Guwahati,10097,10530,20627
2026,2,Agartala,Guwahati,6330,6129,12459
2026,3,Agartala,Guwahati,7554,6916,14470
2026,4,Agartala,Guwahati,11473,12073,23546
2019,5,Agartala,Hyderabad,758,222,980
