airline,year,month,aircraft_count,passenger_count,load_factor_pct,month_name
Alliance Air,2022,5,3085,125358.0,65.51,May
Alliance Air,2022,6,2907,120306.0,66.918,June
Alliance Air,2022,7,2620,111715.0,71.898,July
Alliance Air,2022,8,3085,125358.0,66.987,August
Alliance Air,2022,9,2907,120306.0,68.461,September
Alliance Air,2022,10,3619,139768.0,62.004,October
Alliance Air,2022,11,3548,144477.0,67.284,November
Alliance Air,2022,12,4025,169217.0,69.991,December
Alliance Air,2023,1,3729,151400.0,66.01,January
Alliance Air,2023,2,3310,133815.0,64.932,February
Alliance Air,2023,3,3548,133282.0,65.541,March
Alliance Air,2023,4,3392,141648.0,69.291,April
Alliance Air,2023,5,3708,184966.0,80.282,May
Alliance Air,2023,6,3165,144033.0,73.474,June
Alliance Air,2023,7,2956,123706.0,68.269,July
Alliance Air,2023,8,2906,124526.0,69.963,August
Alliance Air,2023,9,2880,119632.0,68.605,September
Alliance Air,2023,10,2973,129759.0,71.724,October
Alliance Air,2023,11,2759,123592.0,72.984,November
Alliance Air,2023,12,2804,130927.0,77.043,December
Alliance Air,2024,1,2712,132650.0,80.115,January
Alliance Air,2024,2,2664,129279.0,79.063,February
Alliance Air,2024,3,2968,140154.0,78.093,March
Alliance Air,2024,4,2708,127836.0,79.053,April
Alliance Air,2024,5,2837,135176.0,79.382,May
Alliance Air,2024,6,2869,133913.0,78.628,June
Alliance Air,2024,7,2640,120815.0,75.621,July
Alliance Air,2024,8,2581,115010.0,73.315,August
Alliance Air,2024,9,2302,101886.0,73.114,September
Alliance Air,2024,10,2264,98107.0,73.864,October
Alliance Air,2024,11,2121,96860.0,74.462,November
Alliance Air,2024,12,2069,99952.0,77.685,December
Alliance Air,2025,1,1953,90895.0,77.64,January
Alliance Air,2025,2,1710,85992.0,83.03,February
Alliance Air,2025,3,1697,77945.0,75.91,March
Alliance Air,2025,4,1637,75957.0,75.81,April
Alliance Air,2025,5,1420,62159.0,73.96,May
Alliance Air,2025,6,1630,66355.0,67.91,June
Alliance Air,2025,7,1254,46012.0,62.74,July
Alliance Air,2025,8,966,37473.0,68.72,August
Alliance Air,2025,9,1094,43562.0,66.87,September
Alliance Air,2025,10,701,29206.0,68.25,October
Alliance Air,2025,11,1415,57557.0,63.71,November
Alliance Air,2025,12,1276,57030.0,71.02,December
Alliance Air,2026,1,1378,57459.0,64.77,January
Alliance Air,2026,2,1309,53796.0,65.83,February
Alliance Air,2026,3,1214,45672.0,60.64,March
Alliance Air,2026,4,1156,42677.0,61.15,April
Fly91,2024,3,38,1351.0,49.689,March
Fly91,2024,4,130,4454.0,52.633,April
Fly91,2024,5,225,9474.0,69.785,May
Fly91,2024,6,263,9736.0,51.915,June
Fly91,2024,7,276,10200.0,58.85,July
Fly91,2024,8,388,14846.0,58.882,August
Fly91,2024,9,374,15537.0,62.633,September
Fly91,2024,10,381,17042.0,68.086,October
Fly91,2024,11,389,20308.0,73.791,November
Fly91,2024,12,431,24230.0,82.745,December
Fly91,2025,1,373,20612.0,81.99,January
Fly91,2025,2,210,11757.0,82.95,February
Fly91,2025,3,242,12327.0,76.41,March
Fly91,2025,4,392,20369.0,82.62,April
Fly91,2025,5,434,24385.0,87.58,May
Fly91,2025,6,484,22196.0,71.22,June
Fly91,2025,7,544,24901.0,69.98,July
Fly91,2025,8,563,28438.0,77.25,August
Fly91,2025,9,530,27367.0,77.96,September
Fly91,2025,10,576,32953.0,86.11,October
Fly91,2025,11,583,33600.0,84.49,November
Fly91,2025,12,631,37111.0,86.08,December
Fly91,2026,1,588,33186.0,82.84,January
Fly91,2026,2,467,24785.0,79.85,February
Fly91,2026,3,679,33059.0,72.89,March
Fly91,2026,4,845,38616.0,65.67,April
Flybig,2021,1,56,1717.0,42.951,January
Flybig,2021,2,80,2921.0,50.879,February
Flybig,2021,3,90,2600.0,40.627,March
Flybig,2021,4,68,1765.0,34.701,April
Flybig,2021,5,54,1323.0,25.767,May
Flybig,2021,6,96,3253.0,40.557,June
Flybig,2021,7,144,4982.0,45.221,July
Flybig,2021,8,164,5663.0,47.035,August
Flybig,2021,9,174,5571.0,43.844,September
Flybig,2021,10,177,8398.0,64.799,October
Flybig,2021,11,236,10081.0,60.174,November
Flybig,2021,12,243,10244.0,61.169,December
Flybig,2022,1,230,6962.0,43.041,January
Flybig,2022,2,258,9930.0,54.693,February
Flybig,2022,3,366,13096.0,50.879,March
Flybig,2022,4,398,16164.0,55.994,April
Flybig,2022,5,519,23803.0,62.466,May
Flybig,2022,6,590,23027.0,54.151,June
Flybig,2022,7,632,21775.0,46.79,July
Flybig,2022,8,447,16357.0,49.957,August
Flybig,2022,9,430,16702.0,54.719,September
Flybig,2022,10,579,26948.0,67.388,October
Flybig,2022,11,540,25675.0,68.167,November
Flybig,2022,12,581,28680.0,70.752,December
Flybig,2023,1,565,21729.0,56.271,January
Flybig,2023,2,486,18249.0,56.351,February
Flybig,2023,3,405,16483.0,60.448,March
Flybig,2023,4,452,19895.0,62.873,April
Flybig,2023,5,459,16260.0,52.19,May
Flybig,2023,6,543,22277.0,58.356,June
Flybig,2023,7,580,24935.0,59.098,July
Flybig,2023,8,569,23400.0,58.245,August
Flybig,2023,9,547,24624.0,72.107,September
Flybig,2023,10,429,18700.0,72.42,October
Flybig,2023,11,133,3831.0,67.932,November
Flybig,2023,12,46,206.0,24.964,December
Flybig,2024,1,31,84.0,15.35,January
Flybig,2024,2,83,362.0,24.733,February
Flybig,2024,3,137,968.0,39.06,March
Flybig,2024,4,198,1125.0,33.214,April
Flybig,2024,5,229,1605.0,38.027,May
Flybig,2024,6,244,1908.0,43.454,June
Flybig,2024,7,280,1011.0,19.528,July
Flybig,2024,8,300,2013.0,35.657,August
Flybig,2024,9,283,1792.0,32.92,September
Flybig,2024,10,308,2037.0,33.171,October
Flybig,2024,11,200,1446.0,35.588,November
Flybig,2024,12,294,1137.0,20.883,December
Flybig,2025,1,269,1050.0,22.69,January
Flybig,2025,2,157,707.0,27.15,February
Flybig,2025,3,229,1161.0,26.42,March
Flybig,2025,4,237,1415.0,30.25,April
Flybig,2025,5,313,1864.0,28.55,May
Flybig,2025,6,269,1186.0,21.77,June
Flybig,2025,7,257,928.0,19.47,July
Flybig,2025,8,198,990.0,26.77,August
Flybig,2025,9,163,610.0,20.07,September
Flybig,2025,10,78,275.0,21.45,October
Go First,2015,1,3947,552971.0,79.214,January
Go First,2015,2,3545,534795.0,85.897,February
Go First,2015,3,3907,550969.0,80.018,March
Go First,2015,4,3808,574464.0,85.541,April
Go First,2015,5,3892,612994.0,89.366,May
Go First,2015,6,3827,572147.0,83.581,June
Go First,2015,7,3909,566402.0,81.2,July
Go First,2015,8,4072,549462.0,75.586,August
Go First,2015,9,4085,579120.0,79.828,September
Go First,2015,10,4132,594406.0,81.228,October
Go First,2015,11,4088,602623.0,83.455,November
Go First,2015,12,4200,639264.0,86.502,December
Go First,2016,1,4116,618650.0,84.872,January
Go First,2016,2,3923,595139.0,86.354,February
Go First,2016,3,4308,655518.0,86.327,March
Go First,2016,4,4349,676012.0,87.764,April
Go First,2016,5,4490,700766.0,88.585,May
Go First,2016,6,4431,663991.0,84.578,June
Go First,2016,7,4507,716125.0,90.281,July
Go First,2016,8,4449,674131.0,86.046,August
Go First,2016,9,4380,686692.0,89.42,September
Go First,2016,10,4651,688261.0,84.39,October
Go First,2016,11,4674,719566.0,87.26,November
Go First,2016,12,4886,780622.0,90.717,December
Go First,2017,1,4945,788337.0,90.81,January
Go First,2017,2,4673,749352.0,90.908,February
Go First,2017,3,5392,802114.0,84.771,March
Go First,2017,4,5005,739401.0,84.665,April
Go First,2017,5,5334,863570.0,92.953,May
Go First,2017,6,5155,805483.0,89.432,June
Go First,2017,7,5113,741855.0,82.495,July
Go First,2017,8,5187,775836.0,85.409,August
Go First,2017,9,5165,808539.0,88.539,September
Go First,2017,10,5930,924189.0,87.629,October
Go First,2017,11,5819,933709.0,89.989,November
Go First,2017,12,6601,1080481.0,92.003,December
Go First,2018,1,6829,1095127.0,90.031,January
Go First,2018,2,6357,1020977.0,90.392,February
Go First,2018,3,6641,1039974.0,87.996,March
Go First,2018,4,6349,1009963.0,89.522,April
Go First,2018,5,6542,1034197.0,89.159,May
Go First,2018,6,6663,1054793.0,88.584,June
Go First,2018,7,6537,1026758.0,87.185,July
Go First,2018,8,6687,1014015.0,84.609,August
Go First,2018,9,6086,989309.0,90.59,September
Go First,2018,10,6902,1047651.0,84.101,October
Go First,2018,11,6502,1019398.0,87.579,November
Go First,2018,12,6853,1111770.0,88.506,December
Go First,2019,1,6813,1087717.0,87.386,January
Go First,2019,2,6037,1026676.0,92.554,February
Go First,2019,3,6862,1148587.0,91.386,March
Go First,2019,4,7143,1190386.0,90.832,April
Go First,2019,5,8119,1355072.0,93.311,May
Go First,2019,6,7889,1330396.0,94.039,June
Go First,2019,7,8192,1325734.0,90.375,July
Go First,2019,8,8868,1390927.0,87.507,August
Go First,2019,9,8494,1326836.0,86.698,September
Go First,2019,10,9186,1378207.0,83.11,October
Go First,2019,11,8561,1422119.0,92.659,November
Go First,2019,12,8267,1332368.0,89.668,December
Go First,2020,1,7846,1247479.0,88.69,January
Go First,2020,2,7639,1231507.0,90.517,February
Go First,2020,3,5453,767558.0,78.924,March
Go First,2020,7,833,79358.0,50.461,July
Go First,2020,8,1216,132779.0,61.04,August
Go First,2020,9,2548,263659.0,57.637,September
Go First,2020,10,3425,395061.0,61.79,October
Go First,2020,11,4428,577339.0,70.757,November
Go First,2020,12,5349,654539.0,66.259,December
Go First,2021,1,5323,633787.0,64.883,January
Go First,2021,2,4143,581273.0,76.511,February
Go First,2021,3,4709,611956.0,71.545,March
Go First,2021,4,4579,547137.0,65.661,April
Go First,2021,5,1220,138417.0,63.342,May
Go First,2021,6,2004,258368.0,70.933,June
Go First,2021,7,2792,342014.0,67.15,July
Go First,2021,8,3709,457959.0,67.604,August
Go First,2021,9,4326,579872.0,74.047,September
Go First,2021,10,6451,883763.0,75.354,October
Go First,2021,11,8086,1155939.0,78.238,November
Go First,2021,12,8332,1193076.0,78.991,December
Go First,2022,1,5239,635493.0,66.722,January
Go First,2022,2,4630,734220.0,86.961,February
Go First,2022,3,6981,1044026.0,81.358,March
Go First,2022,4,7594,1108977.0,80.263,April
Go First,2022,5,8114,1276216.0,86.504,May
Go First,2022,6,7023,998773.0,78.712,June
Go First,2022,7,5779,795237.0,76.517,July
Go First,2022,8,5875,870277.0,81.641,August
Go First,2022,9,5323,814678.0,83.214,September
Go First,2022,10,5042,802322.0,86.716,October
Go First,2022,11,5140,870316.0,91.319,November
Go First,2022,12,5549,951235.0,92.629,December
Go First,2023,1,6242,1052822.0,90.901,January
Go First,2023,2,5619,963373.0,93.068,February
Go First,2023,3,5392,894655.0,90.165,March
Go First,2023,4,4911,828780.0,91.163,April
Go First,2023,5,284,48296.0,92.409,May
IndiGo,2015,1,16280,2276404.0,85.162,January
IndiGo,2015,2,15285,2230645.0,88.032,February
IndiGo,2015,3,17661,2286128.0,77.006,March
IndiGo,2015,4,17508,2481285.0,85.694,April
IndiGo,2015,5,18477,2769283.0,91.866,May
IndiGo,2015,6,17808,2536554.0,86.646,June
IndiGo,2015,7,18471,2416916.0,78.439,July
IndiGo,2015,8,18510,2384943.0,76.84,August
IndiGo,2015,9,18402,2430449.0,79.415,September
IndiGo,2015,10,19105,2589861.0,82.441,October
IndiGo,2015,11,18710,2597765.0,83.925,November
IndiGo,2015,12,18677,2743325.0,88.493,December
IndiGo,2016,1,19350,2725711.0,84.659,January
IndiGo,2016,2,19056,2754131.0,86.047,February
IndiGo,2016,3,21267,3023228.0,85.118,March
IndiGo,2016,4,21328,3066556.0,85.832,April
IndiGo,2016,5,22781,3336839.0,87.237,May
IndiGo,2016,6,23025,3023081.0,77.853,June
IndiGo,2016,7,23869,3383768.0,83.592,July
IndiGo,2016,8,23650,3341081.0,82.11,August
IndiGo,2016,9,23382,3295826.0,82.052,September
IndiGo,2016,10,25461,3692828.0,84.897,October
IndiGo,2016,11,25084,3772583.0,87.947,November
IndiGo,2016,12,24822,3848322.0,91.405,December
IndiGo,2017,1,24948,3809228.0,90.006,January
IndiGo,2017,2,22935,3418605.0,87.664,February
IndiGo,2017,3,25996,3611371.0,81.583,March
IndiGo,2017,4,25648,3778780.0,86.909,April
IndiGo,2017,5,27058,4190914.0,91.145,May
IndiGo,2017,6,25778,3825814.0,87.815,June
IndiGo,2017,7,25941,3699451.0,83.657,July
IndiGo,2017,8,25543,3678245.0,83.555,August
IndiGo,2017,9,25114,3664509.0,85.173,September
IndiGo,2017,10,27562,4133027.0,87.324,October
IndiGo,2017,11,26545,4131844.0,90.679,November
IndiGo,2017,12,28741,4430070.0,90.79,December
IndiGo,2018,1,30101,4556904.0,89.683,January
IndiGo,2018,2,27700,4290189.0,91.789,February
IndiGo,2018,3,30502,4576236.0,89.046,March
IndiGo,2018,4,29818,4579916.0,91.919,April
IndiGo,2018,5,32110,4852909.0,90.968,May
IndiGo,2018,6,31979,4672686.0,88.313,June
IndiGo,2018,7,33767,5002416.0,88.334,July
IndiGo,2018,8,34409,4757378.0,82.846,August
IndiGo,2018,9,35602,4920335.0,82.703,September
IndiGo,2018,10,37403,5074853.0,83.106,October
IndiGo,2018,11,36011,5005919.0,84.855,November
IndiGo,2018,12,37305,5478523.0,88.925,December
IndiGo,2019,1,37199,5321832.0,86.441,January
IndiGo,2019,2,33596,4930608.0,88.409,February
IndiGo,2019,3,38220,5440796.0,85.95,March
IndiGo,2019,4,37911,5481088.0,87.771,April
IndiGo,2019,5,39934,5979551.0,90.91,May
IndiGo,2019,6,38698,5778376.0,90.092,June
IndiGo,2019,7,39883,5693448.0,86.161,July
IndiGo,2019,8,39636,5540693.0,84.319,August
IndiGo,2019,9,39058,5559031.0,86.456,September
IndiGo,2019,10,41763,5842318.0,85.123,October
IndiGo,2019,11,40949,6151347.0,91.417,November
IndiGo,2019,12,42086,6188457.0,90.102,December
IndiGo,2020,1,42555,6119924.0,87.79,January
IndiGo,2020,2,41162,5931189.0,88.317,February
IndiGo,2020,3,32233,3793464.0,73.426,March
IndiGo,2020,5,1575,142254.0,52.562,May
IndiGo,2020,6,10341,1046836.0,60.681,June
IndiGo,2020,7,13094,1272240.0,60.185,July
IndiGo,2020,8,15897,1681787.0,65.615,August
IndiGo,2020,9,21063,2265539.0,65.392,September
IndiGo,2020,10,24853,2926835.0,68.18,October
IndiGo,2020,11,26786,3423059.0,73.973,November
IndiGo,2020,12,31847,3951522.0,71.501,December
IndiGo,2021,1,34461,4202712.0,69.32,January
IndiGo,2021,2,32690,4238466.0,74.369,February
IndiGo,2021,3,36601,4184920.0,66.402,March
IndiGo,2021,4,31374,3083318.0,58.686,April
IndiGo,2021,5,14121,1168738.0,51.189,May
IndiGo,2021,6,16688,1701955.0,62.697,June
IndiGo,2021,7,26210,2932469.0,66.221,July
IndiGo,2021,8,30288,3816286.0,74.015,August
IndiGo,2021,9,32082,3958375.0,73.575,September
IndiGo,2021,10,36567,4807415.0,77.953,October
IndiGo,2021,11,41846,5706021.0,80.479,November
IndiGo,2021,12,44893,6140654.0,80.192,December
IndiGo,2022,1,32470,3556558.0,66.563,January
IndiGo,2022,2,27191,3950597.0,85.196,February
IndiGo,2022,3,41982,5783838.0,80.96,March
IndiGo,2022,4,43927,5957411.0,79.692,April
IndiGo,2022,5,45450,6376429.0,81.802,May
IndiGo,2022,6,44205,5982787.0,78.58,June
IndiGo,2022,7,43029,5711288.0,77.676,July
IndiGo,2022,8,43171,5832025.0,78.272,August
IndiGo,2022,9,42458,5972449.0,81.397,September
IndiGo,2022,10,45536,6471441.0,82.071,October
IndiGo,2022,11,43379,6500903.0,86.852,November
IndiGo,2022,12,46194,6997472.0,87.467,December
IndiGo,2023,1,47977,6847384.0,82.013,January
IndiGo,2023,2,44905,6741948.0,86.522,February
IndiGo,2023,3,50389,7317288.0,84.023,March
IndiGo,2023,4,48752,7406440.0,87.412,April
IndiGo,2023,5,50956,8109626.0,91.489,May
IndiGo,2023,6,49989,7893296.0,90.883,June
IndiGo,2023,7,52127,7674890.0,83.65,July
IndiGo,2023,8,53021,7867259.0,83.593,August
IndiGo,2023,9,51992,7769790.0,84.699,September
IndiGo,2023,10,54616,7907253.0,83.295,October
IndiGo,2023,11,52764,7876294.0,85.634,November
IndiGo,2023,12,53881,8526055.0,90.665,December
IndiGo,2024,1,50923,7908647.0,88.35,January
IndiGo,2024,2,50244,7602018.0,88.064,February
IndiGo,2024,3,55119,8085844.0,84.934,March
IndiGo,2024,4,53477,7999788.0,86.573,April
IndiGo,2024,5,55381,8504042.0,88.435,May
IndiGo,2024,6,53313,8029628.0,86.987,June
IndiGo,2024,7,54709,8046505.0,84.612,July
IndiGo,2024,8,56433,8190413.0,82.329,August
IndiGo,2024,9,56012,8211792.0,82.6,September
IndiGo,2024,10,59156,8640128.0,82.257,October
IndiGo,2024,11,56776,9069728.0,90.333,November
IndiGo,2024,12,59546,9615322.0,90.649,December
IndiGo,2025,1,60152,9614311.0,89.78,January
IndiGo,2025,2,55405,9015997.0,91.67,February
IndiGo,2025,3,61957,9309423.0,84.61,March
IndiGo,2025,4,59213,9171560.0,86.93,April
IndiGo,2025,5,59442,9079585.0,85.07,May
IndiGo,2025,6,57412,8773638.0,85.45,June
IndiGo,2025,7,53936,8215364.0,84.11,July
IndiGo,2025,8,53778,8314039.0,84.6,August
IndiGo,2025,9,54587,8127404.0,81.51,September
IndiGo,2025,10,61364,9195792.0,82.39,October
IndiGo,2025,11,59566,9692717.0,88.71,November
IndiGo,2025,12,53238,8522591.0,88.14,December
IndiGo,2026,1,58905,9704113.0,87.67,January
IndiGo,2026,2,53451,8870677.0,89.61,February
IndiGo,2026,3,59494,9118668.0,83.47,March
IndiGo,2026,4,59264,8978789.0,82.71,April
India One Air,2022,10,2,17.0,94.444,October
India One Air,2022,11,80,644.0,91.669,November
India One Air,2022,12,60,472.0,91.773,December
India One Air,2023,1,124,989.0,91.381,January
India One Air,2023,2,221,1632.0,83.406,February
India One Air,2023,3,254,1780.0,80.674,March
India One Air,2023,4,260,1938.0,84.2,April
India One Air,2023,5,192,1434.0,84.204,May
India One Air,2023,6,203,1376.0,78.029,June
India One Air,2023,7,121,783.0,73.47,July
India One Air,2023,8,179,1174.0,75.41,August
India One Air,2023,9,213,1511.0,81.009,September
India One Air,2023,10,260,1813.0,79.069,October
India One Air,2023,11,336,2523.0,85.063,November
India One Air,2023,12,330,2588.0,89.024,December
India One Air,2024,1,322,2411.0,85.502,January
India One Air,2024,2,304,2269.0,85.956,February
India One Air,2024,3,352,2620.0,86.029,March
India One Air,2024,4,284,2043.0,83.021,April
India One Air,2024,5,321,2210.0,80.526,May
India One Air,2024,6,272,1852.0,80.14,June
India One Air,2024,7,264,1669.0,72.701,July
India One Air,2024,8,348,2143.0,72.111,August
India One Air,2024,9,358,2263.0,74.332,September
India One Air,2024,10,326,2124.0,76.255,October
India One Air,2024,11,367,2607.0,83.029,November
India One Air,2024,12,412,3131.0,87.074,December
India One Air,2025,1,416,2860.0,81.11,January
India One Air,2025,2,382,2721.0,82.86,February
India One Air,2025,3,428,2992.0,82.0,March
India One Air,2025,4,414,2886.0,81.17,April
India One Air,2025,5,423,2947.0,81.05,May
India One Air,2025,6,446,2819.0,74.67,June
India One Air,2025,7,457,2321.0,60.41,July
India One Air,2025,8,426,2519.0,69.55,August
India One Air,2025,9,442,2753.0,72.82,September
India One Air,2025,10,376,2702.0,82.32,October
India One Air,2025,11,424,3070.0,83.12,November
India One Air,2025,12,457,3308.0,84.01,December
India One Air,2026,1,263,1573.0,69.45,January
India One Air,2026,2,354,1591.0,53.04,February
India One Air,2026,3,403,1750.0,51.11,March
India One Air,2026,4,383,1687.0,51.99,April
Jet Airways,2015,1,11179,1221962.0,86.96,January
Jet Airways,2015,2,10598,1186492.0,89.509,February
Jet Airways,2015,3,11926,1296682.0,86.576,March
Jet Airways,2015,4,12286,1283278.0,81.962,April
Jet Airways,2015,5,12800,1296787.0,81.169,May
Jet Airways,2015,6,12410,1206583.0,77.684,June
Jet Airways,2015,7,12878,1329409.0,81.018,July
Jet Airways,2015,8,12938,1333154.0,80.797,August
Jet Airways,2015,9,12646,1272577.0,77.879,September
Jet Airways,2015,10,13264,1316959.0,77.072,October
Jet Airways,2015,11,12995,1355202.0,80.595,November
Jet Airways,2015,12,12595,1393452.0,83.707,December
Jet Airways,2016,1,13044,1426254.0,82.496,January
Jet Airways,2016,2,12438,1366421.0,83.04,February
Jet Airways,2016,3,13293,1381232.0,79.151,March
Jet Airways,2016,4,12302,1255053.0,78.476,April
Jet Airways,2016,5,12812,1387661.0,82.615,May
Jet Airways,2016,6,12342,1290114.0,79.079,June
Jet Airways,2016,7,12659,1385366.0,83.827,July
Jet Airways,2016,8,12697,1365257.0,81.714,August
Jet Airways,2016,9,12545,1326741.0,79.928,September
Jet Airways,2016,10,12773,1265690.0,75.502,October
Jet Airways,2016,11,12318,1327494.0,80.353,November
Jet Airways,2016,12,12662,1449939.0,86.049,December
Jet Airways,2017,1,12661,1476032.0,86.825,January
Jet Airways,2017,2,11475,1358382.0,86.888,February
Jet Airways,2017,3,12772,1388369.0,79.791,March
Jet Airways,2017,4,12283,1380986.0,82.784,April
Jet Airways,2017,5,13359,1541722.0,85.272,May
Jet Airways,2017,6,13102,1449797.0,80.986,June
Jet Airways,2017,7,13595,1503844.0,80.195,July
Jet Airways,2017,8,13602,1522338.0,80.726,August
Jet Airways,2017,9,13307,1459934.0,80.16,September
Jet Airways,2017,10,14047,1571142.0,80.529,October
Jet Airways,2017,11,13122,1578170.0,87.324,November
Jet Airways,2017,12,13375,1617784.0,88.514,December
Jet Airways,2018,1,13163,1629327.0,88.761,January
Jet Airways,2018,2,12456,1562820.0,90.456,February
Jet Airways,2018,3,14330,1732912.0,86.206,March
Jet Airways,2018,4,14001,1683573.0,85.629,April
Jet Airways,2018,5,14328,1618129.0,80.366,May
Jet Airways,2018,6,13543,1502783.0,79.463,June
Jet Airways,2018,7,12697,1565793.0,83.875,July
Jet Airways,2018,8,13005,1552418.0,81.985,August
Jet Airways,2018,9,12706,1604196.0,84.903,September
Jet Airways,2018,10,13078,1562304.0,81.609,October
Jet Airways,2018,11,12086,1477384.0,82.116,November
Jet Airways,2018,12,11741,1537426.0,87.03,December
Jet Airways,2019,1,11388,1481560.0,86.151,January
Jet Airways,2019,2,8312,1129751.0,89.393,February
Jet Airways,2019,3,4442,529832.0,86.672,March
Jet Airways,2019,4,1086,86256.0,76.318,April
JetLite,2015,1,2152,277588.0,87.367,January
JetLite,2015,2,2057,272590.0,89.673,February
JetLite,2015,3,2279,294766.0,87.763,March
JetLite,2015,4,1972,229057.0,81.883,April
JetLite,2015,5,2012,225116.0,79.392,May
JetLite,2015,6,1724,186556.0,78.099,June
JetLite,2015,7,1800,201874.0,80.06,July
JetLite,2015,8,1830,204803.0,78.744,August
JetLite,2015,9,1700,184198.0,74.936,September
JetLite,2015,10,1641,171551.0,75.86,October
JetLite,2015,11,1789,200683.0,79.159,November
JetLite,2015,12,1807,217169.0,83.0,December
JetLite,2016,1,1751,206231.0,82.467,January
JetLite,2016,2,1746,206391.0,80.895,February
JetLite,2016,3,1885,206092.0,76.988,March
JetLite,2016,4,2124,240818.0,78.3,April
JetLite,2016,5,2172,254309.0,80.856,May
JetLite,2016,6,2086,226769.0,75.166,June
JetLite,2016,7,2033,238924.0,80.88,July
JetLite,2016,8,2021,234241.0,78.934,August
JetLite,2016,9,1734,198098.0,77.468,September
JetLite,2016,10,1989,209117.0,71.101,October
JetLite,2016,11,1942,217905.0,74.649,November
JetLite,2016,12,1970,246132.0,85.659,December
JetLite,2017,1,1907,239705.0,85.448,January
JetLite,2017,2,1706,214665.0,84.892,February
JetLite,2017,3,1975,230359.0,79.161,March
JetLite,2017,4,1811,222476.0,83.313,April
JetLite,2017,5,2018,246048.0,84.294,May
JetLite,2017,6,1800,217672.0,82.836,June
JetLite,2017,7,1926,224811.0,80.693,July
JetLite,2017,8,1949,236394.0,82.768,August
JetLite,2017,9,1835,221236.0,83.331,September
JetLite,2017,10,1794,213497.0,82.133,October
JetLite,2017,11,1845,240703.0,89.55,November
JetLite,2017,12,1955,255811.0,89.068,December
JetLite,2018,1,1981,262951.0,89.655,January
JetLite,2018,2,1721,231564.0,90.332,February
JetLite,2018,3,1455,184334.0,87.138,March
JetLite,2018,4,1321,173248.0,84.373,April
JetLite,2018,5,1459,182103.0,80.211,May
JetLite,2018,6,1558,194304.0,79.647,June
JetLite,2018,7,1342,171138.0,80.452,July
JetLite,2018,8,1295,163476.0,79.22,August
JetLite,2018,9,1397,182290.0,82.992,September
JetLite,2018,10,1506,188698.0,80.198,October
JetLite,2018,11,1341,174535.0,80.876,November
JetLite,2018,12,1579,214385.0,85.688,December
JetLite,2019,1,1599,215128.0,84.152,January
JetLite,2019,2,1156,158576.0,87.917,February
JetLite,2019,3,967,134037.0,87.517,March
JetLite,2019,4,127,17053.0,79.091,April
Pawan Hans,2019,5,82,237.0,21.93,May
Pawan Hans,2019,6,84,282.0,27.014,June
Pawan Hans,2019,7,40,98.0,19.232,July
Pawan Hans,2019,8,76,156.0,14.426,August
Pawan Hans,2019,9,70,175.0,17.874,September
Pawan Hans,2019,10,102,322.0,22.973,October
Pawan Hans,2019,11,98,329.0,25.049,November
Pawan Hans,2019,12,78,290.0,27.882,December
Pawan Hans,2020,1,74,278.0,26.765,January
Pawan Hans,2020,2,94,324.0,25.89,February
Pawan Hans,2020,3,60,183.0,23.32,March
Pawan Hans,2020,6,28,11.0,4.226,June
Pawan Hans,2020,7,34,18.0,4.827,July
Pawan Hans,2020,8,36,11.0,3.683,August
Pawan Hans,2020,9,44,45.0,9.92,September
Pawan Hans,2020,10,70,172.0,21.912,October
Pawan Hans,2020,11,70,163.0,19.796,November
Pawan Hans,2020,12,80,218.0,23.258,December
Pawan Hans,2021,1,54,182.0,28.281,January
Pawan Hans,2021,2,84,260.0,27.628,February
Pawan Hans,2021,3,80,251.0,26.56,March
Pawan Hans,2021,4,60,116.0,17.385,April
Pawan Hans,2021,6,60,121.0,18.385,June
Pawan Hans,2021,7,68,171.0,21.955,July
Pawan Hans,2021,8,42,102.0,2.15,August
Pawan Hans,2021,9,78,198.0,23.486,September
Pawan Hans,2021,10,98,320.0,29.093,October
Pawan Hans,2021,11,98,428.0,35.435,November
Pawan Hans,2021,12,28,74.0,22.941,December
SpiceJet,2015,1,5667,587198.0,80.033,January
SpiceJet,2015,2,4860,552726.0,85.573,February
SpiceJet,2015,3,5551,608801.0,83.376,March
SpiceJet,2015,4,6013,706732.0,88.725,April
SpiceJet,2015,5,6836,837236.0,93.093,May
SpiceJet,2015,6,6575,800048.0,93.24,June
SpiceJet,2015,7,6940,831436.0,93.352,July
SpiceJet,2015,8,6960,829670.0,92.123,August
SpiceJet,2015,9,6767,818950.0,93.015,September
SpiceJet,2015,10,7414,899332.0,92.083,October
SpiceJet,2015,11,7885,977293.0,90.724,November
SpiceJet,2015,12,7653,976517.0,92.13,December
SpiceJet,2016,1,8014,1010933.0,92.114,January
SpiceJet,2016,2,7642,976302.0,92.31,February
SpiceJet,2016,3,8008,1006417.0,91.114,March
SpiceJet,2016,4,8002,1021299.0,93.199,April
SpiceJet,2016,5,8659,1096114.0,93.521,May
SpiceJet,2016,6,8072,1010110.0,93.039,June
SpiceJet,2016,7,8148,993785.0,92.027,July
SpiceJet,2016,8,8283,1053603.0,93.234,August
SpiceJet,2016,9,8048,1029704.0,93.476,September
SpiceJet,2016,10,8768,1118352.0,91.871,October
SpiceJet,2016,11,8917,1148498.0,92.533,November
SpiceJet,2016,12,9284,1210229.0,93.728,December
