Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
NonScheduledDomestic,Air India,2015,1,204,231,120,25905,15260,17609,86.66,0,0,0,1145,0,0,1145,1694,67.591
NonScheduledDomestic,Air India,2015,2,194,221,115,24648,14626,16757,87.283,0,0,0,1097,0,0,1097,1631,67.259
NonScheduledDomestic,Air India,2015,3,234,272,145,30102,18690,21975,85.051,0,0,0,1402,0,0,1402,2086,67.21
NonScheduledDomestic,Air India,2015,4,162,193,103,19320,12436,15496,80.253,0,0,0,933,0,0,933,1434,65.063
NonScheduledDomestic,Air India,2015,5,218,252,132,27031,16601,19575,84.807,0,0,0,1245,0,0,1245,1828,68.107
NonScheduledDomestic,Air India,2015,6,214,248,132,27416,16800,19647,85.509,0,0,0,1260,0,0,1260,1876,67.164
NonScheduledDomestic,Air India,2015,7,136,168,84,17175,10701,12483,85.725,0,0,0,803,0,0,803,1124,71.441
NonScheduledDomestic,Air India,2015,8,154,183,90,19747,11489,12631,90.959,0,0,0,862,0,0,862,1209,71.299
NonScheduledDomestic,Air India,2015,9,182,229,93,23546,12059,13469,89.532,0,0,0,904,0,0,904,1309,69.06
NonScheduledDomestic,Air India,2015,10,190,240,100,24669,12970,14949,86.762,0,0,0,973,0,0,973,1436,67.758
NonScheduledDomestic,Air India,2015,11,178,227,96,23936,12931,14311,90.357,0,0,0,970,0,0,970,1404,69.088
NonScheduledDomestic,Air India,2015,12,181,250,98,23985,12907,14566,88.61,0,0,0,968,0,0,968,1408,68.75
NonScheduledDomestic,Air India,2016,1,204,290,113,26082,14586,16713,87.273,0,0,0,1094,0,0,1094,1622,67.448
NonScheduledDomestic,Air India,2016,2,196,278,111,25365,14330,16520,86.743,0,0,0,1075,0,0,1075,1590,67.61
NonScheduledDomestic,Air India,2016,3,228,325,133,29748,17460,19740,88.45,0,0,0,1310,0,0,1310,1915,68.407
NonScheduledDomestic,Air India,2016,4,218,321,129,28080,16146,19502,82.792,0,0,0,1211,0,0,1211,1943,62.326
NonScheduledDomestic,Air India,2016,5,261,425,185,40037,35368,37978,93.128,0,0,0,2653,0,0,2653,5019,52.859
NonScheduledDomestic,Air India,2016,6,221,319,128,28403,16476,18849,87.41,0,0,0,1236,0,0,1236,1835,67.357
NonScheduledDomestic,Air India,2016,7,222,315,123,27573,14378,17505,82.137,0,0,0,1078,0,0,1078,1698,63.486
NonScheduledDomestic,Air India,2016,8,209,306,124,26094,14119,16968,83.21,0,0,0,1059,0,0,1059,1650,64.182
NonScheduledDomestic,Air India,2016,9,203,277,109,25579,13625,15542,87.666,0,0,0,1022,0,0,1022,1519,67.281
NonScheduledDomestic,Air India,2016,10,209,295,136,24948,13782,19098,72.165,0,0,0,1034,0,0,1034,1877,55.088
NonScheduledDomestic,Air India,2016,11,140,225,103,15679,11357,15211,74.663,0,0,0,852,0,0,852,1877,45.392
NonScheduledDomestic,Air India,2016,12,192,270,113,25337,15150,16909,89.597,0,0,0,1136,0,0,1136,1649,68.89
NonScheduledDomestic,Air India,2017,1,170,250,111,21843,12967,15467,83.837,0,0,0,972,0,0,972,1467,66.258
NonScheduledDomestic,Air India,2017,2,226,330,151,28983,17334,21135,82.016,0,0,0,1300,0,0,1300,2091,62.171
NonScheduledDomestic,Air India,2017,3,232,318,131,28786,16485,18847,87.468,0,0,0,1236,0,0,1236,1855,66.631
NonScheduledDomestic,Air India,2017,4,181,248,98,23753,12720,14686,86.613,0,0,0,954,0,0,954,1405,67.9
NonScheduledDomestic,Air India,2017,5,185,255,101,24377,13581,15204,89.325,0,0,0,1019,0,0,1019,1461,69.747
NonScheduledDomestic,Air India,2017,6,174,239,95,22738,12299,13996,87.875,0,0,0,922,0,0,922,1353,68.145
NonScheduledDomestic,Air India,2017,7,187,252,97,23804,12061,14342,84.096,0,0,0,905,0,0,905,1392,65.014
NonScheduledDomestic,Air India,2017,8,98,135,58,11470,6767,8069,83.864,0,0,0,507,0,0,507,839,60.429
NonScheduledDomestic,Air India,2017,9,121,152,60,14811,7076,8294,85.315,0,0,0,531,0,0,531,850,62.471
NonScheduledDomestic,Air India,2017,10,132,163,66,15712,7610,9548,79.703,0,0,0,571,0,0,571,928,61.53
NonScheduledDomestic,Air India,2017,11,128,160,66,15875,7818,9791,79.849,0,0,0,592,0,0,592,941,62.912
NonScheduledDomestic,Air India,2017,12,127,160,65,16478,8425,9512,88.572,0,0,0,587,0,0,587,938,62.58
NonScheduledDomestic,Air India,2018,1,80,129,56,8701,6534,8130,80.369,0,0,0,490,0,0,490,789,62.104
NonScheduledDomestic,Air India,2018,2,146,209,96,15081,10656,13546,78.665,0,0,0,799.2,0,0,799.2,1398.7,57.139
NonScheduledDomestic,Air India,2018,3,286,392.2,224,25912,11619.9,22783.5,51.001,0,0,0,871.5,0,0,871.5,2263.6,38.501
NonScheduledDomestic,Air India,2018,4,283,389,219.3,27080,12388.6,23118.8,53.587,0,0,0,929.1,0,0,929.1,2260.9,41.094
NonScheduledDomestic,Air India,2018,5,292,413.2,234.4,28935,14084.7,24628.4,57.189,0,0,0,1056.4,0,0,1056.4,2409.4,43.845
NonScheduledDomestic,Air India,2018,6,281,392.7,220.9,27607,13226.7,23327.1,56.701,0,0,0,992,0,0,992,2284.7,43.419
NonScheduledDomestic,Air India,2018,7,280,376.2,211.5,26162,10893.3,20571.2,52.954,0,0,0,817,0,0,817,2045.1,39.949
NonScheduledDomestic,Air India,2018,8,283,386.63,219.11,26263,11335.48,21028.52,53.905,0,0,0,850.16,0,0,850.16,2087.54,40.725
NonScheduledDomestic,Air India,2018,9,273,373.883,212.172,25604,10747.25,19729.522,54.473,0,0,0,806.044,0,0,806.044,1984.11,40.625
NonScheduledDomestic,Air India,2018,10,301,415,242.528,29239,14272.622,24922.73,57.267,0,0,0,1070.447,0,0,1070.447,2443.324,43.811
NonScheduledDomestic,Air India,2018,11,283,397.667,221.794,29445,15360,23491,65.387,0,0,0,1152,0,0,1152,2292,50.262
NonScheduledDomestic,Air India,2018,12,307,440,249,32274,16709,26010,64.241,0,0,0,1253,0,0,1253,2544,49.253
NonScheduledDomestic,Alliance Air,2015,1,8,7,3,478,153,179,85.475,0,0,0,12,0,0,12,20,60
NonScheduledDomestic,Alliance Air,2015,2,8,6,3,526,168,179,93.855,0,0,0,13,0,0,13,20,65
NonScheduledDomestic,Alliance Air,2015,3,8,6,3,438,140,179,78.212,0,0,0,11,0,0,11,20,55
NonScheduledDomestic,Alliance Air,2015,4,10,8,3,637,204,224,91.071,0,0,0,15,0,0,15,26,57.692
NonScheduledDomestic,Alliance Air,2015,5,8,6,3,552,177,179,98.883,0,0,0,13,0,0,13,20,65
NonScheduledDomestic,Alliance Air,2015,6,4,3,1,260,83,90,92.222,0,0,0,6,0,0,6,10,60
NonScheduledDomestic,Alliance Air,2015,7,4,3,1,221,71,90,78.889,0,0,0,5,0,0,5,10,50
NonScheduledDomestic,Alliance Air,2015,8,8,7,3,498,159,179,88.827,0,0,0,12,0,0,12,20,60
NonScheduledDomestic,Alliance Air,2015,9,6,6,2,363,116,134,86.567,0,0,0,9,0,0,9,15,60
NonScheduledDomestic,Alliance Air,2015,10,2,2,1,126,40,45,88.889,0,0,0,3,0,0,3,5,60
NonScheduledDomestic,Alliance Air,2015,11,8,6,3,511,164,179,91.62,0,0,0,12,0,0,12,20,60
NonScheduledDomestic,Alliance Air,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2016,1,6,6,2,392,94,112,83.929,0,0,0,9,0,0,9,17,52.941
NonScheduledDomestic,Alliance Air,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2016,4,8,7,3,534,166,180,92.222,0,0,0,12,0,0,12,20,60
NonScheduledDomestic,Alliance Air,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2016,6,8,6,3,554,168,179,93.855,0,0,0,11,0,0,11,20,55
NonScheduledDomestic,Alliance Air,2016,7,10,9,5,644,202,215,93.953,0,0,0,13,0,0,13,20,65
NonScheduledDomestic,Alliance Air,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Alliance Air,2017,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2015,9,1,1.35,0.645,176,116,116,100,0,0,0,10,0,0,10,12,83.333
NonScheduledDomestic,Go First,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,1,6,16,9.852,880,1445,1734,83.333,0,0,0,130,0,0,130,182,71.429
NonScheduledDomestic,Go First,2016,2,11,29.2,18.062,1936,3179,3179,100,0,0,0,286,0,0,286,334,85.629
NonScheduledDomestic,Go First,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,4,2,3.166,1.43,360,257,257,100,0,0,0,23,0,0,23,26,88.462
NonScheduledDomestic,Go First,2017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Go First,2017,12,2,3.5,1.78,360,320,320,100,0,0,0,29,0,0,29,33,87.879
NonScheduledDomestic,Jet Airways,2015,1,24,42,20,2889,2669,3107,85.903,2,0,2,227,1,0,228,292,78.082
NonScheduledDomestic,Jet Airways,2015,2,30,64,25,2978,2722,3770,72.202,2,0,2,56,3,0,59,357,16.527
NonScheduledDomestic,Jet Airways,2015,3,33,66,26,3771,3061,3837,79.776,4,0,4,40,0,0,40,180,22.222
NonScheduledDomestic,Jet Airways,2015,4,23,32,15,2724,1752,2060,85.049,2,0,2,30,2,0,32,172,18.605
NonScheduledDomestic,Jet Airways,2015,5,45,63,296,4169,2779,3982,69.789,12,0,12,95,8,0,103,368,27.989
NonScheduledDomestic,Jet Airways,2015,6,48,18,31,4923,3182,4208,75.618,14,0,14,145,8,0,153,403,37.965
NonScheduledDomestic,Jet Airways,2015,7,44,43,28,5167,3166,3917,80.827,8,0,8,40,3,0,43,254,16.929
NonScheduledDomestic,Jet Airways,2015,8,38,46,23,5378,3224,3477,92.724,2,0,2,34,1,0,35,272,12.868
NonScheduledDomestic,Jet Airways,2015,9,36,45,21,5183,3067,3403,90.126,4,0,4,32,3,0,35,248,14.113
NonScheduledDomestic,Jet Airways,2015,10,42,55,28,6129,4158,4667,89.094,8,0,8,77,8,0,85,389,21.851
NonScheduledDomestic,Jet Airways,2015,11,46,58,30,6792,4442,5064,87.717,9,0,9,82,5,0,87,450,19.333
NonScheduledDomestic,Jet Airways,2015,12,67,100,52,10359,7988,8740,91.396,8,0,8,108,9,0,117,696,16.81
NonScheduledDomestic,Jet Airways,2016,1,50,65,28,6158,3607,4606,78.311,3,0,3,65,0,0,65,320,20.312
NonScheduledDomestic,Jet Airways,2016,2,59,74,39,6984,4813,6473,74.355,7,0,7,115,5,0,120,448,26.786
NonScheduledDomestic,Jet Airways,2016,3,71,92,11,7669,4878,6630,73.575,5,0,5,71,0,0,71,451,15.743
NonScheduledDomestic,Jet Airways,2016,4,41,57,26,6537,3790,4428,85.592,8,0,8,45,1,0,46,66,69.697
NonScheduledDomestic,Jet Airways,2016,5,43,63,31,6361,4580,5040,90.873,7,0,7,20,5,0,25,443,5.643
NonScheduledDomestic,Jet Airways,2016,6,40,50,23,6045,3524,3821,92.227,9,0,9,62,3,0,65,354,18.362
NonScheduledDomestic,Jet Airways,2016,7,34,40,20,4697,2743,3278,83.679,3,0,3,25,0,0,25,275,9.091
NonScheduledDomestic,Jet Airways,2016,8,40,47,22,5135,2917,3710,78.625,9,0,9,31,5,0,36,299,12.04
NonScheduledDomestic,Jet Airways,2016,9,46,55,25,5627,3225,4187,77.024,13,0,13,29,5,0,34,357,9.524
NonScheduledDomestic,Jet Airways,2016,10,68,71,37,6980,4122,5896,69.912,9,0,9,49,5,0,54,543,9.945
NonScheduledDomestic,Jet Airways,2016,11,66,100,46,8230,6044,7248,83.389,14,0,14,60,12,0,72,624,11.538
NonScheduledDomestic,Jet Airways,2016,12,77,104,46,10477,6282,7247,86.684,18,0,18,147,12,0,159,612,25.98
NonScheduledDomestic,Jet Airways,2017,1,67,98,42,8452,5442,6617,82.243,8,0,8,108,6,0,114,594,19.192
NonScheduledDomestic,Jet Airways,2017,2,76,100,43,8865,5153,6797,75.813,33,10,43,115,25,1,141,571,24.694
NonScheduledDomestic,Jet Airways,2017,3,73,98,42,8984,5244,6485,80.864,21,5,26,92,12,3,107,540,19.815
NonScheduledDomestic,Jet Airways,2017,4,74,97,44,9228,5604,6931,80.854,2,6,8,379,2,3,384,592,64.865
NonScheduledDomestic,Jet Airways,2017,5,73,93,42,9643,5686,6673,85.209,0,6,6,386,0,4,390,594,65.657
NonScheduledDomestic,Jet Airways,2017,6,60,80,35,8447,4906,5458,89.886,1,4,5,370,1,2,373,474,78.692
NonScheduledDomestic,Jet Airways,2017,7,62,77,35,8370,4809,5501,87.42,1,8,9,383,1,5,389,472,82.415
NonScheduledDomestic,Jet Airways,2017,8,118,166,79,15323,9929,12147,81.74,6,14.105,20.105,814,4,9,827,1157,71.478
NonScheduledDomestic,Jet Airways,2017,9,129,178,90,17297,11786,13953,84.469,10,19,29,998,14,13,1025,1342,76.379
NonScheduledDomestic,Jet Airways,2017,10,126,177,84,16402,10914,13133,83.104,4,17,21,663,4,9,676,913,74.042
NonScheduledDomestic,Jet Airways,2017,11,138,201,98,19102,13297,15374,86.49,30,30.418,60.418,1060,19,19,1098,1502,73.103
NonScheduledDomestic,Jet Airways,2017,12,139,236,98,18955,13217,15283,86.482,31,35.423,66.423,913,1,13,927,1103,84.044
NonScheduledDomestic,Jet Airways,2018,1,61,93,50,8047,6440,7683,83.821,16,12,28,631,1,3,635,711,89.311
NonScheduledDomestic,Jet Airways,2018,2,67,100,50,9004,6483,7818,82.924,7.9,13,20.9,579.9,5,5,589.9,792.2,74.464
NonScheduledDomestic,Jet Airways,2018,3,72,110,58,9612,7658,9082,84.321,14.9,11.038,25.938,652.8,10.2,5.7,668.7,869.1,76.942
NonScheduledDomestic,Jet Airways,2018,4,74,114,59,10056,7829,9253,84.61,17.3,5.705,23.005,753.1,12,5,770.1,1017.2,75.708
NonScheduledDomestic,Jet Airways,2018,5,62,87,48,8305,6149,7310,84.118,35.7,6.201,41.901,615.8,34.7,5.2,655.7,855.9,76.609
NonScheduledDomestic,Jet Airways,2018,6,67,98,52,8930,6699,8041,83.311,37.9,7.031,44.931,560.9,28,3.3,592.2,748.9,79.076
NonScheduledDomestic,Jet Airways,2018,7,78,116,59,10651,7846,9319,84.194,25.201,7.278,32.479,667,18,4.3,689.3,866.2,79.577
NonScheduledDomestic,Jet Airways,2018,8,67,102,56,8853,7198,8752,82.244,8.58,6.09,14.67,611.85,6,4,621.85,809.55,76.814
NonScheduledDomestic,Jet Airways,2018,9,67,105,57,8871,7362,8812,83.545,15.141,6.583,21.724,544.769,8,1,553.769,721.916,76.708
NonScheduledDomestic,Jet Airways,2018,10,76,114,58,9753,7362,9074,81.133,24.213,5.342,29.555,669.22,18.67,3.58,691.47,944.343,73.222
NonScheduledDomestic,Jet Airways,2018,11,69,107,57,9126,7457,8863,84.136,27.151,6.335,33.486,649.901,19.111,3,672.012,848.224,79.226
NonScheduledDomestic,Jet Airways,2018,12,85,130,64,10885,8137,10071,80.796,33.401,5.471,38.873,662.86,14,2,678.86,882.99,76.882
NonScheduledDomestic,Jet Airways,2019,1,73,111,58,9820,7634,9027,84.569,28.57,4.304,32.874,642.66,18.64,3,664.3,866.76,76.642
NonScheduledDomestic,Jet Airways,2019,2,20,24,13,2828,1907,2262,84.306,10.284,2.52,12.804,160.729,7,2,169.729,217.43,78.061
NonScheduledDomestic,Jet Airways,2019,3,49,66,34,7015,4982,5728,86.976,32.959,0,32.959,416.118,23,0,439.118,568.437,77.25
NonScheduledDomestic,Jet Airways,2019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Jet Airways,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,Jet Airways,2019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2015,9,3,,2,465,180,203,88.67,0,0,0,22,0,0,22,28,78.571
NonScheduledDomestic,JetLite,2015,10,3,6,3,327,324,398,81.407,0,0,0,27,0,0,27,33,81.818
NonScheduledDomestic,JetLite,2015,11,1,1,1,88,19,36,52.778,0,0,0,2,0,0,2,4,50
NonScheduledDomestic,JetLite,2015,12,4,5,3,509,353,413,85.472,0,0,0,0,0,0,30,40,75
NonScheduledDomestic,JetLite,2016,1,2,2,1,270,115,122,94.262,0,0,0,10,0,0,10,13,76.923
NonScheduledDomestic,JetLite,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2016,10,9,1,3,222,80,547,14.625,0,0,0,7,0,0,7,57,12.281
NonScheduledDomestic,JetLite,2016,11,3,4,3,396,346,409,84.597,0,0,0,29,0,0,29,42,69.048
NonScheduledDomestic,JetLite,2016,12,2,2,1,334,208,210,99.048,0,0,0,18,0,0,18,20,90
NonScheduledDomestic,JetLite,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,8,2,2,1,180,30,55,54.545,0,0,0,3,0,0,3,6,50
NonScheduledDomestic,JetLite,2017,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2017,11,6,11,6,635,590,874,67.506,0,0,0,50,0,0,50,75,66.667
NonScheduledDomestic,JetLite,2017,12,5,8,4,684,503,596,84.396,0,0,0,43,0,0,43,53,81.132
NonScheduledDomestic,JetLite,2018,1,1,1,1,141,51,61,83.607,0,0,0,4,0,0,4,7,57.143
NonScheduledDomestic,JetLite,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2018,3,1,2,1,138,126,153,82.353,0,0,0,10.7,0,0,10.7,15,71.333
NonScheduledDomestic,JetLite,2018,4,1,6,1,166,74,75,98.667,0,0,0,6.3,0,0,6.3,8.2,76.829
NonScheduledDomestic,JetLite,2018,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2018,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2018,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2018,10,2,2,1,90,47,139,33.813,0,0,0,3.98,0,0,3.98,12.06,33.002
NonScheduledDomestic,JetLite,2018,11,2,3,2,299,273,306,89.216,0,0,0,23.178,0,0,23.178,29.239,79.271
NonScheduledDomestic,JetLite,2018,12,2,2,1,276,157,194,80.928,0,0,0,13.325,0,0,13.325,18.386,72.474
NonScheduledDomestic,JetLite,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2019,2,1,2,1,111,89,134,66.418,0,0,0,7.529,0,0,7.529,9.217,81.686
NonScheduledDomestic,JetLite,2019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,JetLite,2019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2016,5,15,33.6,20,0,0,0,0,82.42,0,82.42,0,82,0,82,377,21.751
NonScheduledDomestic,QuikJet Cargo,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2016,11,10,18.733,10,0,0,0,0,93.44,0,93.44,0,102.88,0,102.88,194,53.031
NonScheduledDomestic,QuikJet Cargo,2016,12,66,129.783,72,0,0,0,0,614.963,0,614.963,0,614.96,0,614.96,1325,46.412
NonScheduledDomestic,QuikJet Cargo,2017,1,61,133.816,75,0,0,0,0,538.44,0,538.44,0,686.701,0,686.701,1386,49.546
NonScheduledDomestic,QuikJet Cargo,2017,2,9,20.9,13,0,0,0,0,82.35,0,82.35,0,126.11,0,126.11,237.09,53.191
NonScheduledDomestic,QuikJet Cargo,2017,3,2,6.216,4,0,0,0,0,8.42,0,8.42,0,8.42,0,8.42,69,12.203
NonScheduledDomestic,QuikJet Cargo,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2017,8,10,21.517,13,0,0,0,0,67.959,0,67.959,0,67.96,0,67.96,225,30.204
NonScheduledDomestic,QuikJet Cargo,2017,9,9,12.633,6,0,0,0,0,75.05,0,75.05,0,75.05,0,75.05,106,70.802
NonScheduledDomestic,QuikJet Cargo,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledDomestic,QuikJet Cargo,2017,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
