Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
NonScheduledInternational,SpiceJet,2023,2,84,261.2,179.916,537,1642.641,2230.956,73.629,707.815,,707.815,123.198,1479.071,,1602.269,3430.208,46.711
NonScheduledInternational,SpiceJet,2023,3,127,137.583,199.501,,,,,1753.092,,1753.092,,2929.438,,2929.438,3790.519,77.283
NonScheduledInternational,SpiceJet,2023,4,131,288.667,199.004,0,0,0,,528.169,,528.169,,946.437,,946.437,3784.079,25.011
NonScheduledInternational,SpiceJet,2023,5,79,339.95,137.565,447,1321.883,6467.202,20.44,133.894,,133.894,99.141,239.793,,338.934,2647.953,12.8
NonScheduledInternational,SpiceJet,2023,6,193,9152.383,546.356,21288,84392.47,92387.034,91.347,243.283,,243.283,6329.435,388.792,,6718.228,13954.306,48.144
NonScheduledInternational,SpiceJet,2023,7,176,890.317,499.284,19728,75510.822,82880.037,91.109,210.589,,210.589,5663.312,342.114,,6005.426,12535.453,47.908
NonScheduledInternational,SpiceJet,2023,8,79,350.183,143.29,1887,6219.536,7051.278,88.204,94.75,,94.75,466.465,183.154,,649.62,3073.013,21.14
NonScheduledInternational,SpiceJet,2023,9,99,429.667,177.202,1080,3770.044,3920.508,96.162,160.433,,160.433,282.753,305.746,,588.499,3365.852,17.484
NonScheduledInternational,SpiceJet,2023,10,105,456.033,242.679,4796,14732.013,20634.264,71.396,568.486,,568.486,1104.901,1241.855,,2346.756,6454.68,36.357
NonScheduledInternational,SpiceJet,2023,11,90,410.95,203.304,1981,8139.758,12102.804,67.255,214.931,,214.931,610.482,533.063,,1143.545,4636.924,24.662
NonScheduledInternational,SpiceJet,2023,12,118,506.9,236.313,551,1165.965,1198.449,97.289,821.678,,821.678,87.447,1941.908,,2029.356,4496.288,45.134
NonScheduledInternational,SpiceJet,2024,1,106,454.067,214.913,559,1075.701,1091.097,98.589,216.455,,216.455,80.678,476.178,,556.856,4089.12,13.618
NonScheduledInternational,SpiceJet,2024,2,70,297.117,149.983,1414,3611.356,3853.986,93.704,123.579,,123.579,270.852,304.176,,575.028,2859.893,20.107
NonScheduledInternational,SpiceJet,2024,3,104,450.667,205.817,0,0,0,,867.337,,867.337,0,1755.26,,1755.26,3910.523,44.886
NonScheduledInternational,SpiceJet,2024,4,107,463.667,205.874,0,0,0,,847.474,0,847.474,0,1690.45,0,1690.45,3911.606,43.216
NonScheduledInternational,SpiceJet,2024,5,117,605.883,339.918,12242,51615.133,54170.991,95.282,562.759,,562.759,3871.135,1131.576,,5002.711,9706.565,51.539
NonScheduledInternational,SpiceJet,2024,6,101,465.883,227,4658,17922.726,18165.654,98.663,818.74,,818.74,1344,1611,,2955,5592,52.843
NonScheduledInternational,SpiceJet,2024,7,46,6878.733,164.11,7522,33201.885,35771.112,92.818,137.726,,137.726,2490.141,260.672,,2750.814,5050.41,54.467
NonScheduledInternational,SpiceJet,2024,8,2,8.417,6.352,338,1073.488,1143.36,93.889,,,,80.512,,,80.512,101.632,79.219
NonScheduledInternational,SpiceJet,2024,10,2,6.167,4.156,152,315.856,785.484,40.212,0,,0,23.689,,,23.689,66.496,35.625
NonScheduledInternational,SpiceJet,2024,11,4,12.6,8.718,650,1416.709,1595.496,88.794,0,0,0,106.253,,,106.253,139.488,76.174
NonScheduledInternational,SpiceJet,2025,2,1,2.2,1.636,170,278.12,304.296,91.4,0,0,0,20.859,0,0,20.859,26.176,79.69
NonScheduledInternational,SpiceJet,2025,3,1,2.45,1.636,155,253.58,309.204,82.01,0,0,0,19.018,0,0,19.018,26.176,72.66
NonScheduledInternational,SpiceJet,2025,4,2,5.6,4.2,266,558.6,781.2,71.51,0,0,0,41.895,0,0,41.895,67.2,62.34
NonScheduledInternational,SpiceJet,2025,5,47,295.45,220.293,13767,65312.547,67634.61,96.57,0,0,0,4898.441,0,0,4898.441,8822.314,55.52
NonScheduledInternational,SpiceJet,2025,6,18,112.967,84.416,5215,24565.351,25582.419,96.02,0,0,0,1842.401,0,0,1842.401,3328.611,55.35
NonScheduledInternational,SpiceJet,2025,7,33,200.233,145.196,8666,39821.892,41856.024,95.14,0.817,0,0.817,2986.642,1.788,0,2988.429,5227.202,57.17
NonScheduledInternational,SpiceJet,2025,12,2,5.483,3.744,305,570.96,702,81.33,0,0,0,42.822,0,0,42.822,67.392,63.54
NonScheduledInternational,SpiceJet,2026,2,11,30.433,22.493,1421,3029.919,4244.886,71.38,0,0,0,227.244,0,0,227.244,406.344,55.92
NonScheduledInternational,SpiceJet,2026,3,14,43.317,29.744,1537,3315.688,5591.1,59.3,0,0,0,248.677,0,0,248.677,540.268,46.03
NonScheduledInternational,Total International,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,3,1,1,1,135,193,2240,8.616,2,0,2,14,4,0,18,25,72
NonScheduledInternational,Total International,2016,4,4,23,14,803,2984,3454,86.393,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2017,1,2,7,5,166,414,839,49.344,0,0,0,17.21,0,0,17.21,25.79,66.731
NonScheduledInternational,Total International,2017,2,1,4,3,101,266,442,60.181,0,0,0,23,0,0,23,42,54.762
NonScheduledInternational,Total International,2017,3,1,1,1,163,58,60,96.667,0,0,0,5,0,0,5,7,71.429
NonScheduledInternational,Total International,2017,4,4,12,8,618,1194,1298,91.988,0,0,0,77,0,0,77,148,52.027
NonScheduledInternational,Total International,2017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2017,7,4,1,8,585,1130,1298,87.057,5,0,5,86,11,0,97,131,74.046
NonScheduledInternational,Total International,2017,8,2,12,12,467,2781,3257,85.385,4,0,4,236,24,0,260,318,81.761
NonScheduledInternational,Total International,2017,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2017,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2017,12,16,4,33,2578,5329,5555,95.932,18,0,18,452,36,0,488,573,85.166
NonScheduledInternational,Total International,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2018,2,1,1,2,34,64,317,20.189,0,0,0,5.4,0,0,5.4,29,18.621
NonScheduledInternational,Total International,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2018,4,2,10,4,320,699,740,94.459,0,0,0,59.4,0,0,59.4,68,87.353
NonScheduledInternational,Total International,2018,5,1,3,2,145,257,298,86.242,0,0,0,21.8,0,0,21.8,29.4,74.15
NonScheduledInternational,Total International,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2018,7,2,4,4,313,559,600,93.167,0,0,0,47.6,0,0,47.6,60.2,79.07
NonScheduledInternational,Total International,2018,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2018,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonScheduledInternational,Total International,2018,10,2,7,6,288,854,996,85.743,0,0,0,72.56,0,0,72.56,108.64,66.789
NonScheduledInternational,Total International,2018,11,1,2,2,108,265,412,64.32,0,0,0,22.519,0,0,22.519,45.069,49.966
NonScheduledInternational,Total International,2018,12,7,21,13.296,886,1723.608,2006.64,85.895,0,0,0,242.056,8,0,250.056,424.35,58.927
NonScheduledInternational,Total International,2020,4,349,1554.067,1332.009,3505,10032.445,129675.916,,2570.721,,2570.721,752.433,8392.512,,9144.945,34190.564,26.747
NonScheduledInternational,Total International,2020,5,622,3350.233,3305.09,61222,330068.612,587123.891,56.218,6112.478,35.57,6148.048,28700.33,9889.582,302.16,38892.072,78276.654,49.685
NonScheduledInternational,Total International,2020,6,1656,9217.203,9184.409,233610,1275369.057,1679970.234,75.916,6798.011,1.166,6799.177,113350.4,13962.391,6.515,127319.306,224547.813,56.7
NonScheduledInternational,Total International,2020,7,3033,13457.121,11570.007,323458,1443386.349,2018870.805,71.495,8194.769,4.606,8199.375,124155.814,26320.26,10.873,150486.948,286251.309,52.572
NonScheduledInternational,Total International,2020,8,3203,15357.203,11079.77,323823,1484181.639,2140495.147,69.338,8217.236,4.181,8221.417,127094.314,28816.578,11.952,155922.844,283929.562,54.916
NonScheduledInternational,Total International,2020,9,3699,17555.144,13371.055,381560,1584052.13,2627535.266,60.287,10188.379,10.614,10198.993,137871.661,42154.468,32.14,180058.269,373066.166,48.264
NonScheduledInternational,Total International,2020,10,4471,20609.392,15717.544,500776,1919618.046,3066341.604,62.603,12100.415,4.554,12104.969,165372.651,54276.846,12.904,219662.401,412121.191,53.3
NonScheduledInternational,Total International,2020,11,5036,22129.848,16588.088,580392,2019890.456,3174902.655,63.621,11538.966,9.317,11548.283,183604.729,48706.519,28.172,232339.421,429265.604,54.125
NonScheduledInternational,Total International,2020,12,5638,24418.227,18267.241,705313,2629580.094,3505880.392,75.005,11180.323,845.378,12025.7,222575.14,52276.256,1753.353,276604.748,466735.678,59.264
NonScheduledInternational,Total International,2021,1,6562,27572.143,21208.722,768535,2844620.903,3942726.188,72.149,13550.411,6.323,13556.734,239876.409,51373.079,18.651,291268.139,515663.255,56.484
NonScheduledInternational,Total International,2021,2,6121,26018.767,19655.744,730070,2701582.092,3786193.724,71.354,13717.113,3.257,13720.37,232431.892,52227.06,9.595,284668.546,493742.837,57.655
NonScheduledInternational,Total International,2021,3,6817,29318.55,21828.413,814739,3017801.954,4196079.883,71.92,16285.966,2.629,16288.595,258348.265,63515.037,8.311,321871.613,569247.118,56.543
NonScheduledInternational,Total International,2021,4,6120,26494.473,20118.416,656481,2510451.817,3905657.259,64.277,17794.534,2.261,17796.795,223369.07,69990.335,7.032,293366.437,536436.974,54.688
NonScheduledInternational,Total International,2021,5,3846,17182.623,13157.585,222466,890488.15,2230636.857,39.921,15725.714,2.261,15727.975,105458.651,64275.05,7.031,169740.732,359132.404,47.264
NonScheduledInternational,Total International,2021,6,3311,14286.713,10886.082,223646,859991.839,1804808.849,47.65,15113.128,2.269,15115.397,75294.714,58262.873,6.488,133564.076,274739.175,48.615
NonScheduledInternational,Total International,2021,7,4252,18303.54,13647.176,338597,1292477.321,2215378.087,58.341,17473.766,5.058,17478.824,113255.27,64038.234,14.13,177307.634,339510.922,52.224
NonScheduledInternational,Total International,2021,8,5756,24334.117,18255.436,559795,2064255.245,3370784.754,61.24,17598.919,6.32,17605.239,178965.976,63972.898,18.365,242957.239,463215.081,52.45
NonScheduledInternational,Total International,2021,9,7281,30144.287,22428.62,787960,2587351.319,4037270.343,64.087,20684.115,7.923,20692.038,219112.38,80450.168,21.425,299583.973,562095.096,53.298
NonScheduledInternational,Total International,2021,10,8475,35306.257,26066.164,1045969,3529591.071,4909929.56,71.887,21662.372,9.589,21671.961,309571.726,86698.337,27.887,396297.95,663839.735,59.698
NonScheduledInternational,Total International,2021,11,8526,36607.903,26971.901,1162717,4138165.807,5310904.483,77.918,18391.015,4.581,18395.596,385174.011,71784.09,13.076,456971.177,780436.357,58.553
NonScheduledInternational,Total International,2021,12,9599,39857.457,30316.187,1387628,4855522.864,6120484.649,79.332,19015.115,5.88,19020.996,452251.649,77706.928,16.137,529974.714,410554.103,129.088
NonScheduledInternational,Total International,2022,1,9826,41978.893,31131.345,1165458,4267051.05,6331179.917,67.397,18343.187,9.023,18352.211,399920.419,78417.374,23.383,478361.177,790274.638,60.531
NonScheduledInternational,Total International,2022,2,8396,36516.697,26874.586,1108963,4089456.632,5463674.788,74.848,18354.7,8.187,18362.887,389112.096,79797.445,20.636,468930.177,704919.104,66.523
NonScheduledInternational,Total International,2022,3,9880,43183.197,30878.793,1442487,5140542.47,6333939.669,81.159,19671.388,9.128,19680.516,482205.19,83913.433,24.412,566143.035,815766.989,69.4
NonScheduledInternational,Total International,2022,4,496,1766.126,1247.627,6789,20454.516,41760.987,48.98,4478.971,,4478.971,1591.597,11197.85,,12789.448,31362.71,40.779
NonScheduledInternational,Total International,2022,5,372,1298.503,904.55,2062,5412.853,9621.714,56.257,3932.772,,3932.772,457.526,9575.499,0,10033.025,20115.754,49.876
NonScheduledInternational,Total International,2022,6,376,1357.45,938.908,9243,31316.776,48480.192,64.597,3272.464,,3272.464,2407.664,7737.118,0,10144.782,19650.294,51.627
NonScheduledInternational,Total International,2022,7,365,1348.68,925.559,10807,36204.272,56361.722,64.236,2967.504,,2967.504,2805.727,6764.091,,9569.818,18754.211,51.028
NonScheduledInternational,Total International,2022,8,321,1198.693,836.334,7471,22971.06,39811.816,57.699,2766.091,,2766.091,1823.94,6974.867,0,8798.807,17556.623,50.117
NonScheduledInternational,Total International,2022,9,233,826.19,600.355,3768,11966.331,25496.501,46.933,2125.492,,2125.492,907.758,5174.394,0,6082.152,11961.266,50.849
NonScheduledInternational,Total International,2022,10,179,647.083,463.714,3025,8918.357,18217.899,48.954,1573.254,,1573.254,668.877,3870.578,,4539.454,8968.16,50.617
NonScheduledInternational,Total International,2022,11,180,641.9,454.95,4271,12320.968,25752.951,47.843,1433.63,0,1433.63,924.073,3338.976,0,4263.048,8764.805,48.638
NonScheduledInternational,Total International,2022,12,209,734.65,507.67,6576,17237.912,36300.642,47.487,1480.545,,1480.545,1309.632,3341.449,0,4651.08,9799.837,47.461
NonScheduledInternational,Total International,2023,1,187,687.483,446.816,5776,16465.994,29656.398,55.523,1422.002,,1422.002,1271.875,3131.342,0,4403.216,8719.47,50.499
NonScheduledInternational,Total International,2023,2,94,302.083,207.136,2014,5537.577,7547.876,73.366,708.532,,708.532,471.552,1481.071,0,1952.624,3928.527,49.704
NonScheduledInternational,Total International,2023,3,131,159,213.501,701,2470,2622,94.203,1753.092,,1753.092,222,2929.438,,3151.438,4057.519,77.669
NonScheduledInternational,Total International,2023,4,131,288.667,199.004,0,0,0,,528.169,,528.169,,946.437,,946.437,3784.079,25.011
NonScheduledInternational,Total International,2023,5,81,417.3,144.525,909,2929.883,8075.202,36.282,133.894,,133.894,243.84,239.793,0,483.632,2833.926,17.066
NonScheduledInternational,Total International,2023,6,353,10062,682.528,44222,103657.104,116899.614,88.672,243.283,,243.283,12132.321,388.792,0,12521.113,21522.826,58.176
NonScheduledInternational,Total International,2023,7,326,1733.967,948.263,41217,139050.191,164730.755,84.411,210.589,,210.589,12236.673,342.114,0,12578.788,20932.88,60.091
NonScheduledInternational,Total International,2023,8,85,372.273,157.07,2757,8217.536,9614.278,85.472,94.75,,94.75,670.007,183.154,0,853.161,3328.528,25.632
NonScheduledInternational,Total International,2023,9,102,453.217,194.691,1617,7806.597,9435.208,82.739,160.433,,160.433,586.202,305.746,0,891.948,4266.282,20.907
NonScheduledInternational,Total International,2023,10,105,456.033,242.679,4796,14732.013,20634.264,71.396,568.486,,568.486,1104.901,1241.855,,2346.756,6454.68,36.357
NonScheduledInternational,Total International,2023,11,94,423.416,211.042,2296,8944.268,13022.244,68.685,216.231,,216.231,670.82,535.563,0,1206.383,4774.98,25.265
NonScheduledInternational,Total International,2023,12,120,513.416,245.789,858,1825.401,1971.729,92.579,821.678,,821.678,136.905,1941.908,,2078.813,4563.736,45.551
NonScheduledInternational,Total International,2024,1,168,972.333,314.58,559,1075.701,1091.097,98.589,1001.705,,1001.705,80.678,1618.252,,1698.929,6471.408,26.253
NonScheduledInternational,Total International,2024,2,154,511.3,276.148,1414,3611.356,3853.986,93.704,1164.082,,1164.082,270.852,1754.511,,2025.363,5831.893,34.729
NonScheduledInternational,Total International,2024,3,266,902.783,479.506,0,0,0,,2883.995,,2883.995,0,5004.554,,5004.554,10263.359,48.761
NonScheduledInternational,Total International,2024,4,224,857.833,455.785,0,0,0,,2049.919,,2049.919,0,4247.597,,4247.597,7879.442,53.907
NonScheduledInternational,Total International,2024,5,226,961.55,570.554,12242,51615.133,54170.991,95.282,1876.986,,1876.986,3871.135,3855.781,,7726.916,15261.565,50.63
NonScheduledInternational,Total International,2024,6,226,927.467,380.403,4658,17922.726,18165.654,98.663,2392.402,,2392.402,1344,5374,,6718,12345,54.419
NonScheduledInternational,Total International,2024,7,180,7365.5,483.945,7559,33258.185,36020.556,92.331,1789.182,,1789.182,2496.041,4298.148,,6794.189,12480.36,54.439
NonScheduledInternational,Total International,2024,8,160,558.976,361.89,531,1348.706,1474.192,91.488,2185.039,,2185.039,103.8,5042.935,,5146.735,8069.198,63.782
NonScheduledInternational,Total International,2024,9,202,654.167,417.195,,,,,2677.836,,2677.836,,5909.699,,5909.699,9367.88,63.085
NonScheduledInternational,Total International,2024,10,184,626.483,431.664,152,315.856,785.484,40.212,2722.062,,2722.062,23.689,6838.864,,6862.553,10017.496,68.506
NonScheduledInternational,Total International,2024,11,190,655.133,491.567,1403,4706.243,5141.36,91.537,2569.925,,2569.925,414.157,6868.779,,7282.935,11837.248,61.526
NonScheduledInternational,Total International,2024,12,186,726.667,470.324,,,,,2681.271,,2681.271,,4876.613,,4876.613,11079.196,44.016
NonScheduledInternational,Total International,2025,1,120,443.767,296.123,0,0,0,,1836.483,0,1836.483,0,4342.02,0,4342.02,6603.076,65.76
NonScheduledInternational,Total International,2025,2,113,424.217,268.417,888,2137.12,2707.296,78.94,1541,0,1541,188.16,3690.791,0,3878.951,5956.702,65.12
NonScheduledInternational,Total International,2025,3,141,509.317,337.067,155,253.58,309.204,82.01,1989.92,0,1989.92,19.018,4859.829,0,4878.847,7402.039,65.91
NonScheduledInternational,Total International,2025,4,121,441.333,294.231,1359,3108.626,3963.582,78.43,1655.065,0,1655.065,233.147,4075.376,0,4308.523,6495.58,66.33
NonScheduledInternational,Total International,2025,5,232,1028.9,772.856,27336,115956.433,124378.2,93.23,1565.788,0,1565.788,8704.645,3858.718,0,12563.363,20475.452,61.36
NonScheduledInternational,Total International,2025,6,170,687.733,454.601,14254,48803.353,54843.082,88.99,1483.821,0.361,1484.182,3684.176,3555.784,0.104,7240.065,11404.389,63.48
NonScheduledInternational,Total International,2025,7,254,951.483,669.061,24103,72589.725,83437.199,87,1934.284,0,1934.284,5444.733,5017.414,0,10462.148,16610.23,62.99
NonScheduledInternational,Total International,2025,8,156,569.417,386.008,0,0,0,,2296.779,0,2296.779,0,5910.27,0,5910.27,8710.081,67.86
NonScheduledInternational,Total International,2025,9,148,546.817,373.426,144,163,210,77.62,2218.077,0,2218.077,14.645,5776.049,0,5790.694,8387.39,69.04
NonScheduledInternational,Total International,2025,10,141,530.067,355.04,0,0,0,,2082.417,0,2082.417,0,5405.651,0,5405.651,8056.269,67.1
NonScheduledInternational,Total International,2025,11,160,533.497,354.888,157,156.917,793.712,19.77,2290.906,0,2290.906,14.394,5235.827,0,5250.221,8267.547,63.5
NonScheduledInternational,Total International,2025,12,217,692,475.32,1355,4211.31,7909.893,53.24,2878.392,0,2878.392,315.848,6374.626,0,6690.474,10777.66,62.08
NonScheduledInternational,Total International,2026,1,193,630.75,415.873,406,1407.602,3827.568,36.78,2469.588,0,2469.588,105.57,5599.011,0,5704.581,9510.22,59.98
NonScheduledInternational,Total International,2026,2,211,676.74,440.355,1809,4230.867,6422.71,65.87,2786.506,0,2786.506,338.881,6341.435,0,6680.315,9957.229,67.09
NonScheduledInternational,Total International,2026,3,138,140.637,263.462,1651,3983.728,7108.84,56.04,1376.121,0,1376.121,313.934,2753.614,0,3067.547,6077.533,50.47
NonScheduledInternational,Total International,2026,4,151,490.1,344.841,8384,30782.788,32737.269,94.03,1233.859,0,1233.859,2699.208,1973.886,0,4673.093,7560.905,61.81
NonScheduledInternational,Vistara,2020,6,4,26.23,11.42,357,858.57,1872.88,45.842,,,,90.15,,,90.15,191.856,46.988
NonScheduledInternational,Vistara,2020,7,6,16.06,11.828,787,1557.376,1939.792,80.286,,,,163.524,,,163.524,198.71,82.293
NonScheduledInternational,Vistara,2020,8,56,188.42,143.941,5000,12240.99,27255.976,44.911,55.831,,55.831,1285.304,286.681,0,1571.985,3398.094,46.261
NonScheduledInternational,Vistara,2020,9,185,611.19,539.009,19790,64018.776,118530.916,54.01,496.901,,496.901,6721.971,3100.551,,9822.523,17066.806,57.553
NonScheduledInternational,Vistara,2020,10,171,672.32,518.764,21809,69392.453,119047.112,58.29,709.355,,709.355,7286.208,4061.327,,11347.535,17417.731,65.149
NonScheduledInternational,Vistara,2020,11,180,669.57,500.98,20584,57768.335,110876.432,52.102,664.838,,664.838,6065.675,4042.74,,10108.415,15681.968,64.459
NonScheduledInternational,Vistara,2020,12,239,873.13,643.671,29791,89965.29,134701.5,66.789,525.379,,525.379,9446.355,3032.019,0,12478.374,18127.503,68.837
NonScheduledInternational,Vistara,2021,1,136,516.27,377.31,12733,42591.728,79212.564,53.769,219.483,,219.483,4472.131,1280.667,0,5752.798,9910.921,58.045
NonScheduledInternational,Vistara,2021,2,156,581.56,434.919,15243,49987.304,94827.024,52.714,378.781,,378.781,5248.667,2236.9,0,7485.567,13331.411,56.15
NonScheduledInternational,Vistara,2021,3,191,715.31,532.48,19597,63319.465,117554.612,53.864,541.032,,541.032,6648.544,3191.439,0,9839.983,16760.266,58.71
NonScheduledInternational,Vistara,2021,4,158,642.24,491.881,16205,59844.328,113977.172,52.506,550.659,,550.659,6283.654,3254.041,0,9537.695,16979.542,56.172
NonScheduledInternational,Vistara,2021,5,67,354.49,285.328,5931,27836.928,74130.752,37.551,399.013,,399.013,2871.646,2558.293,0,5429.939,12123.866,44.787
NonScheduledInternational,Vistara,2021,6,57,289.54,256.145,5633,24888.709,67478.776,36.884,355.64,,355.64,2613.314,1944.813,0,4558.127,11124.973,40.972
NonScheduledInternational,Vistara,2021,7,75,418.06,329.41,9034,37597.5,86910.134,43.26,358.044,,358.044,3947.738,2308.732,0,6256.47,14161.391,44.18
NonScheduledInternational,Vistara,2021,8,188,880.34,670.235,19680,83501.374,164891.479,50.64,609.7,,609.7,8767.644,3599.162,0,12366.807,25305.127,48.871
NonScheduledInternational,Vistara,2021,9,285,1229.45,943.525,29596,110623.692,225415.952,49.075,824.724,,824.724,11615.488,5233.799,0,16849.286,34064.15,49.463
NonScheduledInternational,Vistara,2021,10,334,1389.29,1046.383,40696,148102.057,243736.085,60.763,1013.104,,1013.104,15550.716,5322.001,0,20872.717,36079.217,57.852
NonScheduledInternational,Vistara,2021,11,323,1423.06,1068.746,48788,192665.931,255907.822,75.287,1101.055,,1101.055,20229.923,6168.894,0,26398.816,38804.042,68.031
NonScheduledInternational,Vistara,2021,12,453,1972.44,1473.853,64515,243636.879,332072.358,73.369,1095.899,,1095.899,25581.872,6238.149,,31820.022,45530.028,69.888
NonScheduledInternational,Vistara,2022,1,437,1929.31,1456.512,49240,198468.605,332174.284,59.748,989.195,,989.195,20839.204,5556.899,0,26396.102,42812.322,61.655
NonScheduledInternational,Vistara,2022,2,365,1572.34,1191.547,48392,186770.094,274304.516,68.089,1044.938,,1044.938,19610.86,5980.128,0,25590.988,38904.633,65.779
NonScheduledInternational,Vistara,2022,3,448,1669.34,1314.929,66755,226216.353,294199.246,76.892,1201.277,,1201.277,23575.93,6864.664,0,30440.594,55932.424,54.424
NonScheduledInternational,Vistara,2022,4,6,11.42,18.306,527,1540.421,3295.08,46.749,1.597,,1.597,108,0.533,,108.533,3295.08,3.294
NonScheduledInternational,Vistara,2022,5,8,32.75,24.408,694,2028.562,4393.44,46.173,6.816,,6.816,160,2.275,0,162.275,488.16,33.242
NonScheduledInternational,Vistara,2022,12,2,5.383,3.78,44,83.16,619.92,13.415,,,,8.732,0,0,8.732,63.504,13.75
NonScheduledInternational,Vistara,2023,6,93,514.267,135.895,13186,19224.944,24461.1,78.594,,,,2018.619,0,0,2018.619,2717.9,74.271
NonScheduledInternational,Vistara,2023,7,93,519.55,276.579,13016,37843.676,49784.22,76.015,,,,3973.586,0,0,3973.586,5531.58,71.835
NonScheduledInternational,Vistara,2023,9,1,3.517,2.621,9,23.589,429.844,5.488,,,,2.477,0,,2.477,44.033,5.625
NonScheduledInternational,Vistara,2024,7,1,2.15,1.5,37,56.3,249.444,22.57,0,0,0,5.9,0,0,5.9,25.6,23.047
ScheduledDomestic,AIX Connect,2024,1,5158,9689.633,5223.556,802969,824479.344,941483.042,87.572,3252.917,268.917,3521.834,61835.951,4074.202,224.808,66134.961,104471.12,63.305
ScheduledDomestic,AIX Connect,2024,2,4933,9296,5015.671,768022,791997.592,904055.772,87.605,3125.951,256.138,3382.09,59399.819,3887.673,212.926,63500.419,100313.42,63.302
ScheduledDomestic,AIX Connect,2024,3,5074,9603,5198,769891,797436,936995,85.106,3252.917,268.917,3521.834,59807,3917,273.174,63997.174,103969.98,61.554
ScheduledDomestic,AIX Connect,2024,4,4687,8917.1,4846.239,716857,749772.25,873583.38,85.827,2809.047,226.123,3035.17,56232.919,3466.507,194.144,59893.57,96924.78,61.794
ScheduledDomestic,AIX Connect,2024,5,4511,8636.3,4728.24,703339,740843.459,852135.126,86.94,3208.614,201.471,3410.086,74084.346,4048.841,237.017,78370.204,94564.8,82.875
ScheduledDomestic,AIX Connect,2024,6,4048,7725.8,4223.778,637860,674786.999,761644.692,88.596,2744.833,213.316,2958.149,67478.7,3531.604,244.511,71254.814,84475.56,84.35
ScheduledDomestic,AIX Connect,2024,7,3916,7392.45,4020.043,590023,621406.434,724893.594,85.724,2796.515,232.63,3029.145,62140.643,3637.159,189.55,65967.353,80400.86,82.048
ScheduledDomestic,AIX Connect,2024,8,3857,7316.5,3986.787,577347,607076.098,718957.8,84.438,2538.507,160.528,2699.034,60707.61,3344.212,139.374,64191.195,79735.74,80.505
ScheduledDomestic,AIX Connect,2024,9,3684,7027.617,3846.924,535294,566013.822,693678.264,81.596,1461.365,,1461.365,56601.382,1813.054,,58414.436,76938.48,75.924
ScheduledDomestic,Air Carnival,2016,8,88,122.26,1.667,4036,1683.306,2567.11,65.572,0,0,0,133.187,0,0,133.187,245.279,54.3
ScheduledDomestic,Air Carnival,2016,9,150,153.517,1.667,6357,2603.822,4309.34,60.423,0,0,0,209.842,0,0,209.842,408.125,51.416
ScheduledDomestic,Air Carnival,2016,10,188,216.03,76.628,7708,3140.474,5363.96,58.548,0,0,0,232.88,0,0,232.88,507.26,45.909
ScheduledDomestic,Air Carnival,2016,11,194,213.066,78.956,9232,3758.463,5526.92,68.003,0,0,0,288.94,0,0,288.94,522.5,55.3
ScheduledDomestic,Air Carnival,2016,12,234,257.067,96.778,9752,4007.39,6802.74,58.908,0,0,0,306.67,0,0,306.67,626.925,48.917
